,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
998606,2015-09-09,2000,BURGLARY FROM VEHICLE,330,34.2003,-118.4115
998687,2015-09-09,2200,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9872,-118.4731
999050,2015-09-09,300,BATTERY - SIMPLE ASSAULT,624,34.172,-118.5882
999260,2015-09-09,1210,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0762,-118.2119
999264,2015-09-09,2030,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9956,-118.2762
999291,2015-09-09,1935,BATTERY - SIMPLE ASSAULT,624,33.9636,-118.2914
999585,2015-09-09,1300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0817,-118.3157
999981,2015-09-09,2200,"RAPE, ATTEMPTED",122,34.2027,-118.3745
1000182,2015-09-09,1700,VEHICLE - STOLEN,510,34.0907,-118.18799999999999
1000622,2015-09-09,1715,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0203,-118.2852
1001474,2015-09-09,810,ARSON,648,34.1903,-118.3877
1001585,2015-09-09,2230,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9506,-118.2351
1002184,2015-09-09,2130,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0714,-118.2329
1002191,2015-09-09,930,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9319,-118.2621
1004219,2015-09-09,1500,BURGLARY,310,34.0907,-118.3404
1004264,2015-09-09,1605,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9624,-118.2915
1004492,2015-09-09,800,BATTERY - SIMPLE ASSAULT,624,34.003,-118.2499
1004520,2015-09-09,2100,BATTERY - SIMPLE ASSAULT,624,34.0099,-118.3155
1004725,2015-09-09,2000,BATTERY - SIMPLE ASSAULT,624,34.044000000000004,-118.3415
1005349,2015-09-09,230,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9906,-118.3044
1005386,2015-09-09,240,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0413,-118.2517
1005519,2015-09-09,1418,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1719,-118.5684
1006160,2015-09-09,145,ATTEMPTED ROBBERY,220,34.3092,-118.439
1006395,2015-09-09,1000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1098,-118.1984
1006454,2015-09-09,1800,BATTERY - SIMPLE ASSAULT,624,33.9794,-118.3177
1007033,2015-09-09,2030,VIOLATION OF COURT ORDER,900,33.736,-118.2835
1007364,2015-09-09,2200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1613,-118.3747
1007579,2015-09-09,1745,VEHICLE - STOLEN,510,34.2298,-118.3706
1007886,2015-09-09,1000,UNAUTHORIZED COMPUTER ACCESS,661,34.0011,-118.436
1008997,2015-09-09,1640,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.0126,-118.3403
1009018,2015-09-09,2330,ROBBERY,210,34.0598,-118.2916
1009205,2015-09-09,2000,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9951,-118.4714
1009493,2015-09-09,1135,"BURGLARY, ATTEMPTED",320,34.0536,-118.3539
1009578,2015-09-09,145,BATTERY - SIMPLE ASSAULT,624,34.1037,-118.3459
1010116,2015-09-09,800,THEFT OF IDENTITY,354,34.1172,-118.2092
1011206,2015-09-09,1720,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0908,-118.3266
1011365,2015-09-09,720,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0537,-118.2379
1011643,2015-09-09,1100,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1883,-118.6274
1011793,2015-09-09,1130,THEFT OF IDENTITY,354,34.1414,-118.3686
1012482,2015-09-09,1945,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2661,-118.5234
1012740,2015-09-09,645,BURGLARY,310,33.9619,-118.2717
1014075,2015-09-09,2230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1054,-118.3093
1014174,2015-09-09,2100,BURGLARY FROM VEHICLE,330,33.9507,-118.2461
1014485,2015-09-09,100,BATTERY - SIMPLE ASSAULT,624,34.0848,-118.2212
1015719,2015-09-09,2000,BURGLARY,310,34.1836,-118.4509
1015993,2015-09-09,1200,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7192,-118.3085
1016106,2015-09-09,1430,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.0039,-118.2696
1016288,2015-09-09,2100,BURGLARY,310,34.0249,-118.3959
1016427,2015-09-09,1800,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0496,-118.2458
1017004,2015-09-09,1200,BURGLARY,310,34.157,-118.488
1017196,2015-09-09,2145,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9467,-118.2871
1017395,2015-09-09,2115,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1976,-118.4799
1017546,2015-09-09,1000,EXTORTION,940,34.1127,-118.4043
1017683,2015-09-09,1940,VEHICLE - STOLEN,510,33.933,-118.2463
1017757,2015-09-09,1200,BURGLARY,310,34.2591,-118.6083
1018010,2015-09-09,1200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1416,-118.4086
1018505,2015-09-09,1745,BATTERY - SIMPLE ASSAULT,624,33.9624,-118.2816
1018917,2015-09-09,140,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1685,-118.4008
1019032,2015-09-09,420,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.3082,-118.4295
1019474,2015-09-09,600,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1758,-118.3746
1019538,2015-09-09,1300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9637,-118.2916
1019994,2015-09-09,150,CONTEMPT OF COURT,903,33.9457,-118.23899999999999
1021412,2015-09-09,1145,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2589,-118.5006
1021553,2015-09-09,900,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.2549,-118.5274
1022175,2015-09-09,2230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.079,-118.3237
1023135,2015-09-09,1635,"RAPE, FORCIBLE",121,34.0421,-118.2469
1023683,2015-09-09,345,BURGLARY FROM VEHICLE,330,33.9858,-118.2739
1024174,2015-09-09,1200,"BUNCO, GRAND THEFT",662,34.1613,-118.4917
1024778,2015-09-09,2335,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0654,-118.2979
1024915,2015-09-09,2100,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,231,33.9932,-118.4671
1025276,2015-09-09,515,ROBBERY,210,33.9348,-118.2652
1025649,2015-09-09,600,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0515,-118.2424
1025670,2015-09-09,1530,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0388,-118.2717
1025861,2015-09-09,740,BATTERY - SIMPLE ASSAULT,624,34.244,-118.4502
1025934,2015-09-09,600,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.1754,-118.4007
