,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
25324,2010-09-27,200,BATTERY WITH SEXUAL CONTACT,860,34.0325,-118.3519
25467,2010-09-27,1300,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0221,-118.2944
25766,2010-09-27,800,THEFT OF IDENTITY,354,34.0342,-118.27799999999999
25852,2010-09-27,1200,THEFT OF IDENTITY,354,34.0305,-118.2803
25966,2010-09-27,800,DOCUMENT FORGERY / STOLEN FELONY,649,34.0146,-118.3232
28891,2010-09-27,835,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0431,-118.2196
33825,2010-09-27,900,VEHICLE - STOLEN,510,34.0344,-118.2157
33895,2010-09-27,10,BURGLARY,310,34.0189,-118.1932
33920,2010-09-27,1030,BATTERY - SIMPLE ASSAULT,624,34.0805,-118.2017
33921,2010-09-27,930,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0377,-118.2182
33931,2010-09-27,1530,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0473,-118.2089
33932,2010-09-27,1700,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0219,-118.1984
33933,2010-09-27,2120,ATTEMPTED ROBBERY,220,34.0659,-118.1939
33934,2010-09-27,2045,"THEFT, PERSON",350,34.0421,-118.206
33936,2010-09-27,2230,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0462,-118.2114
33940,2010-09-27,1900,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0475,-118.2241
34002,2010-09-27,830,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0498,-118.1964
34517,2010-09-27,1445,ROBBERY,210,34.0712,-118.1804
36575,2010-09-27,800,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.7261,-118.288
36576,2010-09-27,930,COUNTERFEIT,660,33.7343,-118.2782
36578,2010-09-27,1910,BATTERY - SIMPLE ASSAULT,624,33.7549,-118.3061
36579,2010-09-27,1910,BATTERY - SIMPLE ASSAULT,624,33.7549,-118.3061
36580,2010-09-27,2255,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.8002,-118.2623
36581,2010-09-27,1830,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.7756,-118.2634
36582,2010-09-27,2040,BURGLARY,310,33.7388,-118.2901
36583,2010-09-27,2210,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.736999999999995,-118.2901
36584,2010-09-27,2100,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.7306,-118.2924
42684,2010-09-27,1100,VEHICLE - STOLEN,510,33.7592,-118.2926
42687,2010-09-27,1558,ARSON,648,33.7424,-118.2813
42688,2010-09-27,2245,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.8257,-118.3064
42689,2010-09-27,430,BATTERY - SIMPLE ASSAULT,624,33.7751,-118.2725
42693,2010-09-27,2000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,33.7234,-118.29899999999999
42695,2010-09-27,2120,BATTERY - SIMPLE ASSAULT,624,33.736,-118.2804
42696,2010-09-27,1545,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.7844,-118.2733
42697,2010-09-27,2100,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.7952,-118.2752
42700,2010-09-27,800,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.7881,-118.2821
42704,2010-09-27,1800,BATTERY - SIMPLE ASSAULT,624,33.8051,-118.3015
42705,2010-09-27,2000,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.7837,-118.302
42723,2010-09-27,1830,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,33.7223,-118.2888
42739,2010-09-27,2000,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.7476,-118.2953
42741,2010-09-27,1900,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7916,-118.2562
42753,2010-09-27,1300,OTHER MISCELLANEOUS CRIME,946,33.7288,-118.2924
42765,2010-09-27,2345,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,33.7351,-118.2814
42860,2010-09-27,1000,THEFT OF IDENTITY,354,33.7261,-118.29899999999999
42887,2010-09-27,800,THEFT OF IDENTITY,354,33.7911,-118.2454
43125,2010-09-27,1600,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.7324,-118.2814
43313,2010-09-27,2200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7406,-118.2901
44260,2010-09-27,1,DOCUMENT FORGERY / STOLEN FELONY,649,33.7948,-118.3011
51423,2010-09-27,145,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.098,-118.3376
51446,2010-09-27,1630,VEHICLE - STOLEN,510,34.0994,-118.3005
51447,2010-09-27,2230,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0926,-118.3201
51454,2010-09-27,1530,BURGLARY FROM VEHICLE,330,34.0944,-118.3428
51456,2010-09-27,800,TRESPASSING,888,34.1053,-118.3203
51460,2010-09-27,1220,BURGLARY FROM VEHICLE,330,34.1017,-118.3245
51465,2010-09-27,1400,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0944,-118.3398
51469,2010-09-27,1200,BURGLARY FROM VEHICLE,330,34.0889,-118.3332
51475,2010-09-27,1540,BURGLARY,310,34.0867,-118.3106
51479,2010-09-27,1855,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1032,-118.3348
51533,2010-09-27,1200,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0998,-118.3267
51596,2010-09-27,645,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1289,-118.34299999999999
51681,2010-09-27,1448,THEFT OF IDENTITY,354,34.0962,-118.3528
51835,2010-09-27,1,THEFT OF IDENTITY,354,34.1143,-118.3134
52167,2010-09-27,1,THEFT OF IDENTITY,354,34.1016,-118.3282
53309,2010-09-27,1100,BATTERY - SIMPLE ASSAULT,624,34.0948,-118.3136
54005,2010-09-27,125,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0459,-118.3454
54006,2010-09-27,100,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0417,-118.3594
59481,2010-09-27,1115,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.0761,-118.3766
59486,2010-09-27,1800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0436,-118.3237
59487,2010-09-27,530,BURGLARY FROM VEHICLE,330,34.0649,-118.3504
59489,2010-09-27,1740,BATTERY - SIMPLE ASSAULT,624,34.0534,-118.3762
59490,2010-09-27,1500,BURGLARY FROM VEHICLE,330,34.0575,-118.3559
59491,2010-09-27,2320,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0404,-118.3544
59496,2010-09-27,1930,PROWLER,933,34.0762,-118.3532
59497,2010-09-27,1830,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0485,-118.3558
59498,2010-09-27,640,BURGLARY,310,34.0452,-118.3351
59500,2010-09-27,2000,VEHICLE - STOLEN,510,34.0495,-118.366
59502,2010-09-27,2355,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0699,-118.3614
59503,2010-09-27,1000,"BURGLARY, ATTEMPTED",320,34.073,-118.32600000000001
59505,2010-09-27,1920,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0762,-118.3511
59523,2010-09-27,1250,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0434,-118.3358
59532,2010-09-27,800,BURGLARY FROM VEHICLE,330,34.062,-118.3317
59561,2010-09-27,1,THEFT OF IDENTITY,354,34.0409,-118.3586
59639,2010-09-27,900,BATTERY - SIMPLE ASSAULT,624,34.0573,-118.3281
59643,2010-09-27,1,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0623,-118.344
59654,2010-09-27,1430,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0819,-118.3416
59694,2010-09-27,1815,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0433,-118.3499
59967,2010-09-27,800,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0371,-118.3687
67163,2010-09-27,100,VEHICLE - STOLEN,510,34.0314,-118.397
67164,2010-09-27,550,BATTERY - SIMPLE ASSAULT,624,34.048,-118.5269
67165,2010-09-27,1000,VEHICLE - STOLEN,510,34.0496,-118.4738
67166,2010-09-27,625,PEEPING TOM,932,34.0329,-118.3927
67168,2010-09-27,1800,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0368,-118.5376
67169,2010-09-27,1900,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0605,-118.4193
67171,2010-09-27,1545,BURGLARY,310,34.0328,-118.4465
67172,2010-09-27,1545,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0418,-118.4703
67179,2010-09-27,2300,VEHICLE - STOLEN,510,34.0366,-118.3957
67182,2010-09-27,1445,BATTERY - SIMPLE ASSAULT,624,34.0541,-118.3864
67184,2010-09-27,2000,BURGLARY FROM VEHICLE,330,34.05,-118.4674
67185,2010-09-27,800,THEFT OF IDENTITY,354,34.0625,-118.447
67187,2010-09-27,2000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0698,-118.4645
67189,2010-09-27,2030,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.056999999999995,-118.4646
67200,2010-09-27,2100,BURGLARY FROM VEHICLE,330,34.0614,-118.4722
67202,2010-09-27,2000,BURGLARY FROM VEHICLE,330,34.0582,-118.4657
67204,2010-09-27,2300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.056999999999995,-118.4646
67208,2010-09-27,1000,THEFT OF IDENTITY,354,34.0453,-118.4474
67229,2010-09-27,1330,VIOLATION OF COURT ORDER,900,34.0403,-118.434
67262,2010-09-27,1400,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0609,-118.4358
76516,2010-09-27,1700,VEHICLE - STOLEN,510,34.1522,-118.4566
76524,2010-09-27,145,"BURGLARY, ATTEMPTED",320,34.194,-118.4312
76526,2010-09-27,320,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.2048,-118.4659
76529,2010-09-27,200,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.1722,-118.4225
76538,2010-09-27,230,VEHICLE - STOLEN,510,34.1649,-118.4574
76541,2010-09-27,1240,BATTERY WITH SEXUAL CONTACT,860,34.1613,-118.4443
76542,2010-09-27,1206,ROBBERY,210,34.1887,-118.4531
76543,2010-09-27,1250,BATTERY - SIMPLE ASSAULT,624,34.1887,-118.4531
76546,2010-09-27,1455,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1867,-118.4575
76547,2010-09-27,1405,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1867,-118.4575
76548,2010-09-27,1700,BATTERY - SIMPLE ASSAULT,624,34.1485,-118.4692
76557,2010-09-27,2345,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1634,-118.4137
76561,2010-09-27,1650,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1517,-118.4531
76562,2010-09-27,1500,VEHICLE - STOLEN,510,34.1721,-118.4531
76564,2010-09-27,230,BURGLARY FROM VEHICLE,330,34.2049,-118.4286
76571,2010-09-27,2145,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.148,-118.4312
76572,2010-09-27,2000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.154,-118.4192
76573,2010-09-27,1400,VEHICLE - STOLEN,510,34.1894,-118.4618
76583,2010-09-27,1500,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.2012,-118.4488
76602,2010-09-27,1400,ROBBERY,210,34.1887,-118.4531
76618,2010-09-27,2115,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1474,-118.4183
76665,2010-09-27,2100,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.148,-118.4312
76720,2010-09-27,730,DOCUMENT FORGERY / STOLEN FELONY,649,34.1867,-118.4334
76789,2010-09-27,1300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1592,-118.43799999999999
85362,2010-09-27,850,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.2102,-118.5361
85365,2010-09-27,700,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627,34.1889,-118.4902
85369,2010-09-27,830,ROBBERY,210,34.2209,-118.5274
85370,2010-09-27,1030,ROBBERY,210,34.2147,-118.5405
85372,2010-09-27,1315,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1866,-118.5535
85375,2010-09-27,1815,CHILD ANNOYING (17YRS & UNDER),813,34.1593,-118.5011
85376,2010-09-27,1815,CHILD ANNOYING (17YRS & UNDER),813,34.1593,-118.5011
85378,2010-09-27,2040,THROWING OBJECT AT MOVING VEHICLE,647,34.2012,-118.4837
85379,2010-09-27,2225,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.203,-118.4989
85380,2010-09-27,2140,COUNTERFEIT,660,34.1922,-118.536
85382,2010-09-27,1935,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.1801,-118.5407
85388,2010-09-27,1630,VEHICLE - STOLEN,510,34.1905,-118.4749
85391,2010-09-27,2230,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.167,-118.5501
85392,2010-09-27,1200,BURGLARY,310,34.1763,-118.536
85399,2010-09-27,1100,DISTURBING THE PEACE,886,34.1745,-118.5384
85404,2010-09-27,1730,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1707,-118.5408
85422,2010-09-27,200,BURGLARY FROM VEHICLE,330,34.2143,-118.5225
85425,2010-09-27,800,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2048,-118.5464
85487,2010-09-27,2130,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2048,-118.4782
85552,2010-09-27,1130,BURGLARY FROM VEHICLE,330,34.184,-118.5011
85740,2010-09-27,1,BURGLARY,310,34.1562,-118.4737
86250,2010-09-27,1200,THEFT OF IDENTITY,354,34.1977,-118.5415
87971,2010-09-27,1540,RESISTING ARREST,437,34.1148,-118.1826
95295,2010-09-27,20,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0967,-118.3005
95304,2010-09-27,1400,BURGLARY,310,34.1075,-118.2787
95305,2010-09-27,815,BATTERY - SIMPLE ASSAULT,624,34.1115,-118.2894
95306,2010-09-27,815,BATTERY - SIMPLE ASSAULT,624,34.1115,-118.2894
95307,2010-09-27,1240,RECKLESS DRIVING,438,34.137,-118.2095
95308,2010-09-27,845,BURGLARY,310,34.0781,-118.2632
95309,2010-09-27,730,DISTURBING THE PEACE,886,34.0816,-118.2686
95311,2010-09-27,1700,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1018,-118.2918
95316,2010-09-27,130,BATTERY - SIMPLE ASSAULT,624,34.0885,-118.2156
95319,2010-09-27,2010,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1293,-118.2221
95320,2010-09-27,1520,BATTERY - SIMPLE ASSAULT,624,34.1148,-118.1826
95321,2010-09-27,1330,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1029,-118.1963
95328,2010-09-27,1540,RESISTING ARREST,437,34.1148,-118.1826
95329,2010-09-27,1540,RESISTING ARREST,437,34.1148,-118.1826
95330,2010-09-27,1540,RESISTING ARREST,437,34.1148,-118.1826
95331,2010-09-27,1600,VEHICLE - STOLEN,510,34.0984,-118.2283
95332,2010-09-27,130,BURGLARY,310,34.1036,-118.2896
95334,2010-09-27,1200,CRUELTY TO ANIMALS,943,34.0867,-118.2171
95336,2010-09-27,930,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1194,-118.1889
95338,2010-09-27,2045,VEHICLE - STOLEN,510,34.117,-118.2158
95342,2010-09-27,2000,BURGLARY FROM VEHICLE,330,34.1139,-118.277
95348,2010-09-27,1915,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1374,-118.1897
95349,2010-09-27,900,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1384,-118.2249
95365,2010-09-27,1600,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1179,-118.1835
95394,2010-09-27,1400,THEFT OF IDENTITY,354,34.0942,-118.2481
95424,2010-09-27,1409,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1072,-118.277
95426,2010-09-27,2100,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0853,-118.2673
95458,2010-09-27,1200,THEFT OF IDENTITY,354,34.1167,-118.2122
95534,2010-09-27,1200,DOCUMENT FORGERY / STOLEN FELONY,649,34.1134,-118.2855
95582,2010-09-27,1928,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",810,34.0846,-118.2549
95704,2010-09-27,1730,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0825,-118.2578
95797,2010-09-27,1400,BURGLARY,310,34.1051,-118.2313
96163,2010-09-27,1400,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1163,-118.2803
96745,2010-09-27,1200,THEFT OF IDENTITY,354,34.0909,-118.2974
108048,2010-09-27,45,ROBBERY,210,33.9737,-118.3177
108054,2010-09-27,130,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9656,-118.2842
108059,2010-09-27,1420,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.96,-118.3025
108061,2010-09-27,1320,BURGLARY,310,33.94,-118.3123
108066,2010-09-27,730,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9721,-118.2586
108067,2010-09-27,1920,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9892,-118.3002
108068,2010-09-27,1805,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9688,-118.2724
108070,2010-09-27,2200,BURGLARY,310,33.9602,-118.2575
108071,2010-09-27,2220,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9855,-118.3186
108078,2010-09-27,300,BURGLARY FROM VEHICLE,330,33.9728,-118.294
108082,2010-09-27,2345,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9996,-118.2893
108087,2010-09-27,1830,VEHICLE - STOLEN,510,34.0006,-118.2871
108088,2010-09-27,2005,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.989000000000004,-118.3332
108089,2010-09-27,1930,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9637,-118.2717
108092,2010-09-27,2100,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9627,-118.3134
108093,2010-09-27,2330,BRANDISH WEAPON,761,33.9688,-118.2827
108097,2010-09-27,930,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9785,-118.3112
108099,2010-09-27,815,VEHICLE - STOLEN,510,33.9906,-118.2827
108101,2010-09-27,1700,THEFT OF IDENTITY,354,33.9951,-118.3068
108108,2010-09-27,1600,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9785,-118.2981
108111,2010-09-27,1430,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0027,-118.2878
108121,2010-09-27,2030,BURGLARY,310,33.9647,-118.2608
108122,2010-09-27,2200,BURGLARY,310,33.9665,-118.2608
108133,2010-09-27,1200,THEFT OF IDENTITY,354,33.9644,-118.2959
108169,2010-09-27,2000,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9664,-118.309
108173,2010-09-27,1000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9814,-118.3046
108228,2010-09-27,1455,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9628,-118.2739
108757,2010-09-27,1200,BURGLARY,310,33.961999999999996,-118.2586
108840,2010-09-27,900,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.952,-118.3156
110655,2010-09-27,130,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",810,33.9915,-118.2871
111709,2010-09-27,1510,"THEFT, PERSON",350,34.0021,-118.2521
111710,2010-09-27,2200,BURGLARY FROM VEHICLE,330,33.977,-118.2695
118850,2010-09-27,100,ROBBERY,210,33.9824,-118.2783
118852,2010-09-27,230,BURGLARY FROM VEHICLE,330,33.9966,-118.2599
118856,2010-09-27,745,VEHICLE - STOLEN,510,34.0231,-118.2374
118864,2010-09-27,200,ROBBERY,210,33.9966,-118.2652
118867,2010-09-27,1130,VEHICLE - STOLEN,510,34.0253,-118.2381
118871,2010-09-27,1500,VEHICLE - STOLEN,510,33.9774,-118.2739
