,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
1668717,2018-07-06,1200,BURGLARY,310,34.0294,-118.4481
1668744,2018-07-06,235,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0073,-118.43299999999999
1669522,2018-07-06,945,BURGLARY,310,34.2169,-118.6245
1669842,2018-07-06,700,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1849,-118.4095
1671115,2018-07-06,2300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1776,-118.3692
1671201,2018-07-06,1400,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.098,-118.3324
1671455,2018-07-06,545,BURGLARY FROM VEHICLE,330,34.143,-118.3727
1672189,2018-07-06,630,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0467,-118.25200000000001
1672397,2018-07-06,800,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2354,-118.4502
1672496,2018-07-06,55,ROBBERY,210,34.2108,-118.5754
1672617,2018-07-06,1930,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0459,-118.2668
1672675,2018-07-06,1800,VEHICLE - STOLEN,510,33.9399,-118.2362
1673219,2018-07-06,2000,VEHICLE - STOLEN,510,34.0736,-118.3511
1673673,2018-07-06,2000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1074,-118.1978
1674380,2018-07-06,700,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.3155,-118.4343
1674384,2018-07-06,340,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9784,-118.26299999999999
1675196,2018-07-06,2359,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0598,-118.2998
1675788,2018-07-06,1000,ROBBERY,210,34.0417,-118.3588
1676055,2018-07-06,2100,VIOLATION OF RESTRAINING ORDER,901,34.0676,-118.2077
1677803,2018-07-06,2140,BATTERY WITH SEXUAL CONTACT,860,33.9678,-118.2871
1678051,2018-07-06,1445,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0146,-118.3414
1678094,2018-07-06,1700,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343,34.0605,-118.4193
1678291,2018-07-06,30,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9103,-118.2892
1680389,2018-07-06,1500,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1207,-118.1964
1680571,2018-07-06,250,BATTERY - SIMPLE ASSAULT,624,33.9348,-118.2762
1680625,2018-07-06,950,CRIMINAL HOMICIDE,110,34.0808,-118.2655
1680631,2018-07-06,2015,VIOLATION OF RESTRAINING ORDER,901,34.1178,-118.2488
1681199,2018-07-06,1800,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0602,-118.3112
1681467,2018-07-06,1100,BURGLARY,310,34.169000000000004,-118.5826
1681520,2018-07-06,930,VEHICLE - STOLEN,510,34.2011,-118.5885
1681600,2018-07-06,2300,VIOLATION OF RESTRAINING ORDER,901,33.9953,-118.2871
1681787,2018-07-06,1200,BURGLARY,310,34.2624,-118.4772
1682115,2018-07-06,400,VIOLATION OF RESTRAINING ORDER,901,34.2155,-118.6147
1684299,2018-07-06,1111,ARSON,648,34.0341,-118.2507
1684425,2018-07-06,1600,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0412,-118.213
1684919,2018-07-06,1700,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.1517,-118.4672
1685528,2018-07-06,1000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0289,-118.2686
1685600,2018-07-06,330,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.991,-118.4209
1685665,2018-07-06,800,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1003,-118.3793
1686411,2018-07-06,850,CONTEMPT OF COURT,903,34.2178,-118.37299999999999
1686687,2018-07-06,2200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1707,-118.5408
