,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
817090,2014-09-16,1820,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.211999999999996,-118.4488
817240,2014-09-16,2300,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9565,-118.2608
817474,2014-09-16,1200,THEFT OF IDENTITY,354,34.1,-118.3056
818017,2014-09-16,1600,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.0124,-118.3351
818515,2014-09-16,2115,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9793,-118.3324
818644,2014-09-16,1400,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2321,-118.5026
818796,2014-09-16,1950,BATTERY - SIMPLE ASSAULT,624,34.0754,-118.2595
819295,2014-09-16,1000,BURGLARY,310,34.191,-118.5587
820152,2014-09-16,1200,DOCUMENT WORTHLESS ($200.01 & OVER),651,34.0456,-118.2789
820680,2014-09-16,1750,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0124,-118.3351
821011,2014-09-16,700,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,33.973,-118.2717
821146,2014-09-16,2210,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.172,-118.5244
821871,2014-09-16,1700,"BURGLARY, ATTEMPTED",320,34.0417,-118.5633
822082,2014-09-16,940,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.0794,-118.2917
822257,2014-09-16,1600,"BUNCO, GRAND THEFT",662,34.1564,-118.4836
822530,2014-09-16,1930,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0125,-118.3435
822800,2014-09-16,1700,VEHICLE - STOLEN,510,34.2111,-118.4309
823434,2014-09-16,2100,VEHICLE - STOLEN,510,34.0394,-118.2496
823631,2014-09-16,1030,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0549,-118.2426
823637,2014-09-16,2100,BURGLARY,310,34.0838,-118.3637
823704,2014-09-16,1430,BURGLARY,310,34.2763,-118.4359
823944,2014-09-16,1435,BATTERY - SIMPLE ASSAULT,624,34.0406,-118.2117
823963,2014-09-16,1600,BIKE - STOLEN,480,34.0926,-118.3266
824376,2014-09-16,300,DISTURBING THE PEACE,886,34.0436,-118.3062
825224,2014-09-16,200,ATTEMPTED ROBBERY,220,34.22,-118.5885
825274,2014-09-16,1115,BURGLARY,310,33.9845,-118.3428
825645,2014-09-16,2100,BIKE - STOLEN,480,34.0728,-118.3004
825902,2014-09-16,2010,BATTERY - SIMPLE ASSAULT,624,34.1961,-118.4837
826002,2014-09-16,900,VIOLATION OF COURT ORDER,900,34.0039,-118.264
826453,2014-09-16,830,"BURGLARY, ATTEMPTED",320,33.9906,-118.2958
826943,2014-09-16,811,CRIMINAL HOMICIDE,110,33.9546,-118.2739
827015,2014-09-16,2130,VEHICLE - STOLEN,510,34.0928,-118.3136
827294,2014-09-16,455,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0382,-118.2384
827380,2014-09-16,1700,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0349,-118.3893
827786,2014-09-16,1545,BURGLARY,310,33.7928,-118.273
828289,2014-09-16,1700,BATTERY - SIMPLE ASSAULT,624,34.306,-118.4401
828571,2014-09-16,1210,ROBBERY,210,34.0771,-118.1681
828825,2014-09-16,1745,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0026,-118.2609
830052,2014-09-16,1500,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0737,-118.2117
831123,2014-09-16,100,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $400",950,34.0634,-118.3655
831276,2014-09-16,930,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9931,-118.3308
832554,2014-09-16,1805,BURGLARY,310,33.9764,-118.3216
833361,2014-09-16,1600,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.25,-118.6017
833452,2014-09-16,2130,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1939,-118.4574
833503,2014-09-16,1730,BURGLARY FROM VEHICLE,330,34.0441,-118.3382
833935,2014-09-16,2200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0565,-118.4445
834327,2014-09-16,2130,BATTERY - SIMPLE ASSAULT,624,34.1255,-118.2648
834557,2014-09-16,2015,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0552,-118.3857
835703,2014-09-16,1900,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,33.8315,-118.3038
835707,2014-09-16,930,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1867,-118.4662
836027,2014-09-16,1000,ROBBERY,210,34.0168,-118.2531
836046,2014-09-16,1230,BURGLARY,310,34.0597,-118.4685
836261,2014-09-16,700,CHILD STEALING,922,34.1831,-118.4094
836437,2014-09-16,1300,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.96,-118.2919
836816,2014-09-16,1830,BATTERY - SIMPLE ASSAULT,624,34.17,-118.3777
837337,2014-09-16,1650,BATTERY - SIMPLE ASSAULT,624,33.9492,-118.2739
837740,2014-09-16,1740,THEFT OF IDENTITY,354,34.0203,-118.1946
837748,2014-09-16,1200,BURGLARY,310,34.2318,-118.4536
837759,2014-09-16,1150,THEFT PLAIN - PETTY ($950 & UNDER),440,33.8498,-118.2905
837936,2014-09-16,2000,BURGLARY FROM VEHICLE,330,34.1275,-118.3603
838038,2014-09-16,1830,BATTERY - SIMPLE ASSAULT,624,34.17,-118.3777
838061,2014-09-16,145,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.117,-118.2717
838262,2014-09-16,800,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2282,-118.5885
838931,2014-09-16,1940,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9824,-118.2783
838947,2014-09-16,1700,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1993,-118.536
839403,2014-09-16,1230,BATTERY - SIMPLE ASSAULT,624,34.0055,-118.2915
839756,2014-09-16,1730,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1887,-118.3877
840078,2014-09-16,1720,BATTERY - SIMPLE ASSAULT,624,34.0463,-118.2904
840191,2014-09-16,525,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0439,-118.2514
840532,2014-09-16,1230,BATTERY - SIMPLE ASSAULT,624,33.9746,-118.3265
840554,2014-09-16,1130,INDECENT EXPOSURE,850,34.0559,-118.28
840949,2014-09-16,1220,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0253,-118.2224
841034,2014-09-16,1900,SEXUAL PENETRATION W/FOREIGN OBJECT,815,34.2835,-118.4883
841425,2014-09-16,1455,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2428,-118.54700000000001
841532,2014-09-16,1845,BURGLARY FROM VEHICLE,330,34.0649,-118.2741
841680,2014-09-16,1000,THEFT OF IDENTITY,354,34.063,-118.3814
841951,2014-09-16,800,STALKING,763,34.0318,-118.4073
842859,2014-09-16,1,BURGLARY,310,34.2199,-118.4053
842949,2014-09-16,2020,BURGLARY FROM VEHICLE,330,33.727,-118.2858
843046,2014-09-16,2300,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0783,-118.34299999999999
844034,2014-09-16,1600,BATTERY - SIMPLE ASSAULT,624,34.2246,-118.5361
844103,2014-09-16,1100,"BURGLARY, ATTEMPTED",320,34.2988,-118.4463
844115,2014-09-16,845,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0432,-118.5235
844407,2014-09-16,2200,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2591,-118.6039
845043,2014-09-16,15,PROWLER,933,34.1674,-118.5186
845334,2014-09-16,1930,BURGLARY,310,34.0457,-118.5197
845839,2014-09-16,1100,BATTERY WITH SEXUAL CONTACT,860,34.0494,-118.3781
846034,2014-09-16,2100,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.7907,-118.2729
846346,2014-09-16,1336,OTHER MISCELLANEOUS CRIME,946,34.0029,-118.3307
846847,2014-09-16,1130,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9492,-118.2717
848095,2014-09-16,2100,BATTERY - SIMPLE ASSAULT,624,34.032,-118.2657
848479,2014-09-16,1200,THEFT OF IDENTITY,354,33.7915,-118.3011
848824,2014-09-16,2200,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.1522,-118.3492
848866,2014-09-16,1200,THEFT OF IDENTITY,354,34.163000000000004,-118.4731
848875,2014-09-16,2100,VEHICLE - STOLEN,510,33.7797,-118.2687
849069,2014-09-16,1000,THEFT OF IDENTITY,354,34.1774,-118.3991
849261,2014-09-16,2100,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9826,-118.3554
849602,2014-09-16,1800,BURGLARY FROM VEHICLE,330,34.2268,-118.4499
850053,2014-09-16,1200,VIOLATION OF COURT ORDER,900,33.7297,-118.2836
850364,2014-09-16,1930,VIOLATION OF COURT ORDER,900,33.9755,-118.2695
850406,2014-09-16,1200,THEFT OF IDENTITY,354,34.0233,-118.42
850472,2014-09-16,1900,VEHICLE - STOLEN,510,33.998000000000005,-118.3113
851082,2014-09-16,10,BATTERY - SIMPLE ASSAULT,624,34.1774,-118.5387
851465,2014-09-16,1100,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0395,-118.2656
851466,2014-09-16,1200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0981,-118.3005
852104,2014-09-16,1200,THEFT OF IDENTITY,354,34.2047,-118.5688
852156,2014-09-16,2350,BURGLARY,310,34.0446,-118.245
852316,2014-09-16,2030,VEHICLE - STOLEN,510,34.1716,-118.5221
852562,2014-09-16,30,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.055,-118.2904
852842,2014-09-16,1440,BATTERY POLICE (SIMPLE),623,33.9728,-118.309
852895,2014-09-16,330,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9988,-118.436
853120,2014-09-16,1000,THEFT OF IDENTITY,354,34.0037,-118.3149
853344,2014-09-16,730,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.25,-118.5823
853516,2014-09-16,2100,VEHICLE - STOLEN,510,34.0037,-118.3158
853644,2014-09-16,1130,ROBBERY,210,34.0445,-118.2523
854404,2014-09-16,1100,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1921,-118.4902
854410,2014-09-16,1430,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2048,-118.5361
854459,2014-09-16,1040,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0544,-118.3816
855680,2014-09-16,800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0519,-118.3324
856088,2014-09-16,700,CHILD NEGLECT (SEE 300 W.I.C.),237,34.2071,-118.5739
856491,2014-09-16,2155,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.2533,-118.5361
856503,2014-09-16,1735,BATTERY - SIMPLE ASSAULT,624,34.0304,-118.2022
857304,2014-09-16,1620,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0487,-118.2588
857349,2014-09-16,130,TRESPASSING,888,34.053000000000004,-118.4274
857365,2014-09-16,1000,THEFT OF IDENTITY,354,34.098,-118.3314
857742,2014-09-16,1300,"BUNCO, PETTY THEFT",664,34.0282,-118.2147
858407,2014-09-16,1230,THEFT OF IDENTITY,354,34.1354,-118.3631
858754,2014-09-16,1100,BATTERY - SIMPLE ASSAULT,624,34.2084,-118.571
859922,2014-09-16,600,VEHICLE - STOLEN,510,34.194,-118.4073
859928,2014-09-16,1200,THEFT OF IDENTITY,354,34.1867,-118.3954
860217,2014-09-16,2130,BATTERY - SIMPLE ASSAULT,624,34.0452,-118.1994
860241,2014-09-16,130,BATTERY - SIMPLE ASSAULT,624,34.0283,-118.3089
860354,2014-09-16,2030,BATTERY WITH SEXUAL CONTACT,860,34.108000000000004,-118.199
860521,2014-09-16,200,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0531,-118.2694
860534,2014-09-16,1250,ROBBERY,210,34.0691,-118.2894
861157,2014-09-16,1005,BURGLARY FROM VEHICLE,330,34.1337,-118.3632
861327,2014-09-16,1600,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0395,-118.4057
861438,2014-09-16,1200,BURGLARY,310,34.2585,-118.5132
861634,2014-09-16,830,VEHICLE - STOLEN,510,33.9815,-118.44
861770,2014-09-16,2200,"RAPE, FORCIBLE",121,34.2596,-118.3049
861889,2014-09-16,830,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.2529,-118.3968
862539,2014-09-16,1530,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0309,-118.2981
862666,2014-09-16,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0454,-118.2466
863445,2014-09-16,1200,BIKE - STOLEN,480,34.1261,-118.2142
864158,2014-09-16,1430,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1867,-118.3965
865357,2014-09-16,1045,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0652,-118.2899
865666,2014-09-16,645,DISTURBING THE PEACE,886,33.9658,-118.3933
865724,2014-09-16,2030,VIOLATION OF RESTRAINING ORDER,901,34.2175,-118.3561
865799,2014-09-16,1640,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.010999999999996,-118.3351
866003,2014-09-16,220,SEXUAL PENETRATION W/FOREIGN OBJECT,815,34.3009,-118.4442
866081,2014-09-16,645,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2538,-118.4849
866644,2014-09-16,2200,BURGLARY FROM VEHICLE,330,33.9542,-118.2869
867022,2014-09-16,915,BATTERY - SIMPLE ASSAULT,624,33.9958,-118.47200000000001
867181,2014-09-16,1330,BATTERY - SIMPLE ASSAULT,624,34.0216,-118.3692
867612,2014-09-16,1600,VEHICLE - STOLEN,510,33.9852,-118.2739
867731,2014-09-16,1200,DOCUMENT FORGERY / STOLEN FELONY,649,33.9965,-118.2827
868780,2014-09-16,1815,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9393,-118.2695
868959,2014-09-16,1200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2337,-118.3997
869030,2014-09-16,1920,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0141,-118.3501
869152,2014-09-16,1900,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7379,-118.2923
869296,2014-09-16,630,STALKING,763,33.9646,-118.3068
869305,2014-09-16,710,BATTERY - SIMPLE ASSAULT,624,34.0036,-118.3319
869674,2014-09-16,2200,BURGLARY FROM VEHICLE,330,34.0047,-118.2783
869761,2014-09-16,2040,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9473,-118.2717
869996,2014-09-16,1440,VEHICLE - STOLEN,510,33.9333,-118.3723
870047,2014-09-16,1900,VEHICLE - STOLEN,510,34.0255,-118.29700000000001
870965,2014-09-16,1545,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0421,-118.206
871132,2014-09-16,1305,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.9547,-118.2695
872023,2014-09-16,2330,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0508,-118.3986
872479,2014-09-16,2200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1939,-118.4455
872968,2014-09-16,1945,BATTERY - SIMPLE ASSAULT,624,34.0109,-118.3002
873132,2014-09-16,1130,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9454,-118.3701
873133,2014-09-16,830,BURGLARY,310,34.0073,-118.2948
873163,2014-09-16,1000,"BUNCO, GRAND THEFT",662,34.0845,-118.2002
873965,2014-09-16,2100,BURGLARY FROM VEHICLE,330,34.056,-118.3671
874011,2014-09-16,1900,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0019,-118.3138
874137,2014-09-16,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0453,-118.2088
874268,2014-09-16,800,THEFT OF IDENTITY,354,33.9932,-118.4219
875445,2014-09-16,1100,VEHICLE - STOLEN,510,34.2012,-118.4455
876428,2014-09-16,1000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0142,-118.3423
876834,2014-09-16,5,BATTERY - SIMPLE ASSAULT,624,34.0472,-118.3116
876905,2014-09-16,230,PEEPING TOM,932,34.0484,-118.4544
877014,2014-09-16,2300,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0253,-118.2224
877199,2014-09-16,1045,TRESPASSING,888,34.1242,-118.3495
877666,2014-09-16,720,BATTERY - SIMPLE ASSAULT,624,33.9924,-118.2809
878187,2014-09-16,1230,BURGLARY FROM VEHICLE,330,33.9787,-118.4648
878410,2014-09-16,2120,KIDNAPPING,910,33.9747,-118.2783
878958,2014-09-16,900,THEFT OF IDENTITY,354,34.1365,-118.5013
879247,2014-09-16,1945,"BUNCO, GRAND THEFT",662,34.0457,-118.3278
879537,2014-09-16,930,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.0909,-118.2893
879581,2014-09-16,1720,BATTERY - SIMPLE ASSAULT,624,34.0463,-118.2904
879744,2014-09-16,1735,BATTERY - SIMPLE ASSAULT,624,34.0304,-118.2022
879858,2014-09-16,1400,BURGLARY FROM VEHICLE,330,34.1811,-118.4312
879901,2014-09-16,2000,"BURGLARY, ATTEMPTED",320,34.1958,-118.4662
880124,2014-09-16,1600,BURGLARY FROM VEHICLE,330,34.1939,-118.5437
880385,2014-09-16,1215,ROBBERY,210,33.9794,-118.3944
880903,2014-09-16,1825,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.17,-118.3777
881015,2014-09-16,2040,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9583,-118.2605
881426,2014-09-16,1500,BIKE - STOLEN,480,34.1613,-118.4052
881440,2014-09-16,1200,TRESPASSING,888,34.1138,-118.3875
881712,2014-09-16,1300,BATTERY - SIMPLE ASSAULT,624,34.0775,-118.2653
881840,2014-09-16,1200,TRESPASSING,888,34.0304,-118.2022
881844,2014-09-16,1630,BURGLARY,310,34.0554,-118.2702
882103,2014-09-16,1015,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.0071,-118.2872
882264,2014-09-16,730,THEFT OF IDENTITY,354,34.1939,-118.5142
882322,2014-09-16,2030,BATTERY - SIMPLE ASSAULT,624,34.0885,-118.3114
882636,2014-09-16,1045,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0512,-118.2787
882928,2014-09-16,1323,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9432,-118.2425
883105,2014-09-16,1700,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0586,-118.4886
883790,2014-09-16,1930,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0255,-118.4063
883939,2014-09-16,1610,BRANDISH WEAPON,761,34.0551,-118.2545
883989,2014-09-16,800,THEFT OF IDENTITY,354,34.0777,-118.3004
884055,2014-09-16,2200,VEHICLE - STOLEN,510,33.9987,-118.2652
885329,2014-09-16,2000,BURGLARY FROM VEHICLE,330,34.2567,-118.5155
885712,2014-09-16,1600,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0109,-118.3089
885724,2014-09-16,1815,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.2291,-118.6113
886014,2014-09-16,1330,DOCUMENT FORGERY / STOLEN FELONY,649,34.1395,-118.2018
886132,2014-09-16,700,VEHICLE - STOLEN,510,33.9483,-118.2309
886808,2014-09-16,445,BURGLARY FROM VEHICLE,330,34.0836,-118.3028
886830,2014-09-16,650,BURGLARY,310,33.7966,-118.2807
888792,2014-09-16,2145,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0388,-118.1988
888903,2014-09-16,2315,BATTERY - SIMPLE ASSAULT,624,34.0577,-118.3078
889234,2014-09-16,2155,VIOLATION OF RESTRAINING ORDER,901,34.1957,-118.5373
889295,2014-09-16,1200,THEFT OF IDENTITY,354,34.1177,-118.2441
889610,2014-09-16,1100,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9547,-118.4413
890077,2014-09-16,2300,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0711,-118.3764
890288,2014-09-16,1800,BURGLARY,310,34.194,-118.3845
890646,2014-09-16,1200,THEFT OF IDENTITY,354,34.1174,-118.1861
890825,2014-09-16,145,OTHER MISCELLANEOUS CRIME,946,33.7315,-118.2879
891133,2014-09-16,1145,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2354,-118.4502
891224,2014-09-16,840,BURGLARY FROM VEHICLE,330,34.0017,-118.29799999999999
891650,2014-09-16,1900,BURGLARY FROM VEHICLE,330,34.1811,-118.4312
892094,2014-09-16,1730,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9728,-118.321
892507,2014-09-16,1000,"THEFT, PERSON",350,34.1867,-118.4312
892545,2014-09-16,1900,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.3223,-118.4736
893533,2014-09-16,1030,BRANDISH WEAPON,761,34.0327,-118.3149
893614,2014-09-16,2200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1726,-118.5622
893628,2014-09-16,1015,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9713,-118.2695
894822,2014-09-16,2000,OTHER MISCELLANEOUS CRIME,946,34.010999999999996,-118.3351
894849,2014-09-16,1400,BURGLARY,310,34.0747,-118.1711
894922,2014-09-16,830,BURGLARY,310,34.1346,-118.4686
895866,2014-09-16,1134,ROBBERY,210,34.0767,-118.2844
895979,2014-09-16,1830,VEHICLE - STOLEN,510,34.0793,-118.3113
896014,2014-09-16,800,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9867,-118.3024
896085,2014-09-16,2200,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0908,-118.3005
896284,2014-09-16,700,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9855,-118.4258
896693,2014-09-16,900,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.131,-118.2186
896841,2014-09-16,1130,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),812,34.0573,-118.2039
898358,2014-09-16,1930,BURGLARY FROM VEHICLE,330,34.2031,-118.5623
898931,2014-09-16,116,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0415,-118.3431
899138,2014-09-16,1805,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1422,-118.223
899146,2014-09-16,830,VIOLATION OF COURT ORDER,900,34.0248,-118.2715
899216,2014-09-16,1530,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2457,-118.4357
899259,2014-09-16,2200,BATTERY - SIMPLE ASSAULT,624,34.0908,-118.3005
899692,2014-09-16,920,BATTERY - SIMPLE ASSAULT,624,34.0559,-118.3091
900359,2014-09-16,1835,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0802,-118.3627
901249,2014-09-16,1015,BIKE - STOLEN,480,34.0112,-118.2827
901660,2014-09-16,2000,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0449,-118.2458
901665,2014-09-16,1000,TRESPASSING,888,34.1721,-118.4531
901696,2014-09-16,1300,BURGLARY FROM VEHICLE,330,34.048,-118.2577
902638,2014-09-16,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1594,-118.4182
903540,2014-09-16,2230,DOCUMENT FORGERY / STOLEN FELONY,649,34.2494,-118.49799999999999
903842,2014-09-16,2000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2291,-118.5779
903948,2014-09-16,1700,BURGLARY FROM VEHICLE,330,34.0231,-118.2039
904124,2014-09-16,1230,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9943,-118.2701
904386,2014-09-16,1700,TRESPASSING,888,34.0466,-118.3405
904398,2014-09-16,2000,BURGLARY FROM VEHICLE,330,34.1958,-118.4662
904600,2014-09-16,1100,BURGLARY,310,34.1209,-118.4365
905042,2014-09-16,1200,THEFT OF IDENTITY,354,34.0126,-118.4411
905374,2014-09-16,1600,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,33.9543,-118.2782
905854,2014-09-16,230,BIKE - STOLEN,480,34.1187,-118.2196
905952,2014-09-16,1930,ROBBERY,210,34.2382,-118.3972
905966,2014-09-16,1554,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1636,-118.3681
906132,2014-09-16,330,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9988,-118.436
906354,2014-09-16,340,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0216,-118.2588
906817,2014-09-16,1730,BATTERY - SIMPLE ASSAULT,624,34.174,-118.4662
907550,2014-09-16,1430,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.211999999999996,-118.4488
907724,2014-09-16,1745,BATTERY - SIMPLE ASSAULT,624,34.0454,-118.381
907976,2014-09-16,1730,"RAPE, FORCIBLE",121,34.0457,-118.3278
