,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
1896529,2019-09-14,600,BURGLARY FROM VEHICLE,330,34.0672,-118.2941
1897584,2019-09-14,120,BATTERY - SIMPLE ASSAULT,624,34.0474,-118.2496
1897635,2019-09-14,1500,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0746,-118.3765
1897783,2019-09-14,1240,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1867,-118.3965
1898449,2019-09-14,1055,BATTERY - SIMPLE ASSAULT,624,34.0487,-118.3357
1898552,2019-09-14,1935,THROWING OBJECT AT MOVING VEHICLE,647,34.1053,-118.2785
1900065,2019-09-14,1900,BURGLARY FROM VEHICLE,330,34.184,-118.5011
1900870,2019-09-14,1129,INDECENT EXPOSURE,850,33.9834,-118.3177
1900904,2019-09-14,2200,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.2022,-118.4793
1900921,2019-09-14,900,VIOLATION OF RESTRAINING ORDER,901,34.1883,-118.6274
1900933,2019-09-14,700,ROBBERY,210,34.069,-118.1927
1900989,2019-09-14,255,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.7793,-118.24799999999999
1901796,2019-09-14,1000,THEFT OF IDENTITY,354,34.0257,-118.3993
1901835,2019-09-14,1800,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",668,34.052,-118.525
1901879,2019-09-14,2100,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.2321,-118.4987
1901998,2019-09-14,1300,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,33.9102,-118.2827
1902369,2019-09-14,2330,BURGLARY FROM VEHICLE,330,33.9667,-118.3787
1902469,2019-09-14,1645,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9917,-118.4539
1903329,2019-09-14,1855,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",951,34.1649,-118.4137
1903374,2019-09-14,1630,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0255,-118.4063
1903650,2019-09-14,200,BATTERY - SIMPLE ASSAULT,624,34.1985,-118.4837
1903950,2019-09-14,1430,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0579,-118.4683
1904165,2019-09-14,1332,OTHER MISCELLANEOUS CRIME,946,34.2477,-118.4184
1904181,2019-09-14,1400,BATTERY - SIMPLE ASSAULT,624,34.0719,-118.2729
1904471,2019-09-14,1,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9758,-118.3767
1904950,2019-09-14,1800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1781,-118.4179
1905346,2019-09-14,2300,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0417,-118.2443
1905670,2019-09-14,2030,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.0216,-118.2638
1907175,2019-09-14,2030,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,33.9675,-118.2608
1908230,2019-09-14,2050,THEFT PLAIN - PETTY ($950 & UNDER),440,33.8394,-118.3092
1908712,2019-09-14,2330,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.1552,-118.4749
1909262,2019-09-14,1900,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0835,-118.3266
1909882,2019-09-14,1630,ROBBERY,210,34.0278,-118.3378
1910224,2019-09-14,115,BATTERY - SIMPLE ASSAULT,624,34.244,-118.5583
1910227,2019-09-14,805,VEHICLE - ATTEMPT STOLEN,520,34.2668,-118.4602
1910304,2019-09-14,1245,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2459,-118.4185
1910739,2019-09-14,2200,OTHER MISCELLANEOUS CRIME,946,34.1887,-118.4247
1911609,2019-09-14,200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.7945,-118.2437
1911823,2019-09-14,2100,BATTERY - SIMPLE ASSAULT,624,34.038000000000004,-118.4654
1912155,2019-09-14,1400,BURGLARY,310,34.2247,-118.4535
1912162,2019-09-14,2300,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0802,-118.1769
1912214,2019-09-14,1300,BURGLARY,310,34.0888,-118.3124
1912701,2019-09-14,1300,VEHICLE - STOLEN,510,33.8917,-118.2873
1912785,2019-09-14,1700,BURGLARY,310,34.1975,-118.5055
1912831,2019-09-14,2030,VEHICLE - STOLEN,510,34.2566,-118.4315
1913157,2019-09-14,145,BATTERY - SIMPLE ASSAULT,624,34.0426,-118.2814
1913211,2019-09-14,1100,BATTERY - SIMPLE ASSAULT,624,34.0637,-118.2857
1913215,2019-09-14,2050,ROBBERY,210,33.986999999999995,-118.4437
1913616,2019-09-14,610,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0476,-118.2252
1913680,2019-09-14,755,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.3201,-118.4181
1914571,2019-09-14,1730,BATTERY - SIMPLE ASSAULT,624,34.0625,-118.444
1915137,2019-09-14,1800,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.25,-118.4675
1915338,2019-09-14,1805,DISCHARGE FIREARMS/SHOTS FIRED,753,33.9455,-118.3177
1915406,2019-09-14,1300,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.2536,-118.5913
1915466,2019-09-14,1030,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.1649,-118.3706
1915592,2019-09-14,100,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0055,-118.3182
1915718,2019-09-14,430,BURGLARY FROM VEHICLE,330,34.2391,-118.5361
1916113,2019-09-14,800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9604,-118.4365
1916264,2019-09-14,1530,VEHICLE - STOLEN,510,34.1867,-118.464
1917038,2019-09-14,1730,BURGLARY,310,34.1975,-118.5273
1917254,2019-09-14,2245,BATTERY - SIMPLE ASSAULT,624,34.0517,-118.2798
1917275,2019-09-14,2330,BATTERY WITH SEXUAL CONTACT,860,33.9428,-118.4054
1918834,2019-09-14,140,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9433,-118.4072
1919655,2019-09-14,1730,VEHICLE - STOLEN,510,34.229,-118.4005
1919740,2019-09-14,1000,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2158,-118.3998
1920096,2019-09-14,340,THEFT OF IDENTITY,354,34.2422,-118.4353
1920601,2019-09-14,1420,BATTERY - SIMPLE ASSAULT,624,33.7801,-118.2611
1920734,2019-09-14,1420,BATTERY - SIMPLE ASSAULT,624,34.0286,-118.2592
1920923,2019-09-14,550,BATTERY - SIMPLE ASSAULT,624,34.053000000000004,-118.2444
1920996,2019-09-14,1800,BURGLARY FROM VEHICLE,330,34.0402,-118.3956
1921385,2019-09-14,1400,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0481,-118.2507
1921891,2019-09-14,2330,BRANDISH WEAPON,761,34.0372,-118.2774
1922328,2019-09-14,2235,BATTERY WITH SEXUAL CONTACT,860,34.021,-118.2711
1922443,2019-09-14,140,BRANDISH WEAPON,761,33.9905,-118.4478
1922471,2019-09-14,1900,THEFT OF IDENTITY,354,34.0189,-118.434
1922966,2019-09-14,1400,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.2455,-118.4177
1923987,2019-09-14,1230,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.0904,-118.2354
1925401,2019-09-14,1400,BURGLARY,310,34.1399,-118.3789
1926578,2019-09-14,1100,BURGLARY,310,33.9455,-118.3102
1928008,2019-09-14,530,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1867,-118.3851
1928623,2019-09-14,1500,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2304,-118.5623
1928989,2019-09-14,1900,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1938,-118.6044
1929049,2019-09-14,1520,"BUNCO, PETTY THEFT",664,34.0755,-118.2868
1929290,2019-09-14,1239,BOMB SCARE,755,34.0274,-118.2717
1930182,2019-09-14,1630,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0591,-118.2635
1930238,2019-09-14,115,BATTERY - SIMPLE ASSAULT,624,34.244,-118.5583
1930246,2019-09-14,1300,BURGLARY,310,33.9916,-118.2701
1930290,2019-09-14,830,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.2047,-118.5531
1930631,2019-09-14,400,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0982,-118.294
1930721,2019-09-14,2330,BATTERY - SIMPLE ASSAULT,624,34.0028,-118.3203
1930851,2019-09-14,1800,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1867,-118.3878
1930962,2019-09-14,2330,ROBBERY,210,33.931,-118.2826
1930999,2019-09-14,419,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0526,-118.3721
1931422,2019-09-14,2300,BURGLARY FROM VEHICLE,330,34.0636,-118.3004
1931576,2019-09-14,2145,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0937,-118.2092
