,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
1047787,2015-12-27,2200,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.19,-118.5262
1048480,2015-12-27,125,BATTERY - SIMPLE ASSAULT,624,34.2607,-118.6025
1048611,2015-12-27,900,THEFT OF IDENTITY,354,34.1745,-118.4041
1048665,2015-12-27,2300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1827,-118.44
1049158,2015-12-27,740,CRUELTY TO ANIMALS,943,34.006,-118.2513
1049411,2015-12-27,1645,THEFT PLAIN - PETTY ($950 & UNDER),440,33.946999999999996,-118.2684
1049568,2015-12-27,1945,ROBBERY,210,34.061,-118.2775
1049606,2015-12-27,1600,ROBBERY,210,34.0565,-118.2768
1049812,2015-12-27,600,VEHICLE - STOLEN,510,34.0225,-118.2702
1050168,2015-12-27,2230,BATTERY - SIMPLE ASSAULT,624,34.1017,-118.3224
1050735,2015-12-27,1,VEHICLE - STOLEN,510,33.9665,-118.2929
1051077,2015-12-27,2000,VEHICLE - STOLEN,510,34.0146,-118.3057
1051179,2015-12-27,1,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.7847,-118.2686
1051608,2015-12-27,1015,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0274,-118.2773
1052489,2015-12-27,1900,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.12,-118.1893
1052615,2015-12-27,1930,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1839,-118.5244
1053695,2015-12-27,1445,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9986,-118.2634
1053787,2015-12-27,1145,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2935,-118.4152
1053898,2015-12-27,1840,BATTERY - SIMPLE ASSAULT,624,34.1921,-118.4662
1054124,2015-12-27,2030,DISTURBING THE PEACE,886,34.0699,-118.2823
1054498,2015-12-27,1200,THEFT OF IDENTITY,354,34.1036,-118.302
1054673,2015-12-27,1915,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9556,-118.2749
1054909,2015-12-27,1530,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9747,-118.2695
1055784,2015-12-27,1800,VEHICLE - STOLEN,510,34.0705,-118.2844
1056019,2015-12-27,200,BURGLARY,310,34.0286,-118.2545
1056105,2015-12-27,750,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9872,-118.3264
1056304,2015-12-27,1100,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0605,-118.4193
1057057,2015-12-27,1100,BURGLARY FROM VEHICLE,330,34.1478,-118.5309
1057371,2015-12-27,1900,VEHICLE - STOLEN,510,34.1897,-118.4422
1058168,2015-12-27,2005,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1849,-118.4095
1058386,2015-12-27,1910,VIOLATION OF RESTRAINING ORDER,901,34.254,-118.4544
1058711,2015-12-27,500,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0589,-118.2821
1059303,2015-12-27,2300,BURGLARY,310,33.9612,-118.4498
1060497,2015-12-27,1045,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9924,-118.2871
1060538,2015-12-27,910,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9301,-118.2652
1061209,2015-12-27,940,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1086,-118.1898
1061625,2015-12-27,1,VEHICLE - STOLEN,510,34.2368,-118.3972
1062135,2015-12-27,1400,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1723,-118.5185
1062465,2015-12-27,1519,BOMB SCARE,755,34.0421,-118.2469
1062784,2015-12-27,2340,OTHER MISCELLANEOUS CRIME,946,34.1157,-118.1912
1063302,2015-12-27,2200,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9638,-118.2629
1064488,2015-12-27,1900,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0124,-118.3378
1064674,2015-12-27,1000,BURGLARY FROM VEHICLE,330,34.0747,-118.2244
1065567,2015-12-27,1,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.7847,-118.2686
1066013,2015-12-27,245,ROBBERY,210,34.1005,-118.3115
1066527,2015-12-27,125,BATTERY - SIMPLE ASSAULT,624,34.2607,-118.6025
1067410,2015-12-27,1545,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2239,-118.6017
1067417,2015-12-27,1200,BATTERY - SIMPLE ASSAULT,624,34.0071,-118.3045
1067420,2015-12-27,1835,BATTERY - SIMPLE ASSAULT,624,34.2583,-118.4183
1067761,2015-12-27,800,BURGLARY FROM VEHICLE,330,34.2357,-118.4917
1067919,2015-12-27,2350,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0887,-118.2333
1068058,2015-12-27,2230,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0818,-118.288
1068647,2015-12-27,2210,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0415,-118.2374
1069184,2015-12-27,1530,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9747,-118.2827
1071014,2015-12-27,1545,THEFT OF IDENTITY,354,34.1578,-118.4749
1071242,2015-12-27,700,VEHICLE - STOLEN,510,34.069,-118.3141
1071563,2015-12-27,1300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1905,-118.6059
1071851,2015-12-27,1940,ROBBERY,210,34.001,-118.2783
1072175,2015-12-27,1000,BURGLARY FROM VEHICLE,330,34.2265,-118.4553
1072371,2015-12-27,1100,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0209,-118.2053
1072503,2015-12-27,1045,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9924,-118.2871
1072543,2015-12-27,2200,VEHICLE - STOLEN,510,34.055,-118.2865
1072983,2015-12-27,600,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.1926,-118.5819
1073022,2015-12-27,830,BURGLARY FROM VEHICLE,330,34.0514,-118.445
1073691,2015-12-27,2000,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0161,-118.3547
1074193,2015-12-27,1800,BURGLARY FROM VEHICLE,330,34.172,-118.6084
1074658,2015-12-27,900,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9506,-118.243
1074934,2015-12-27,530,BURGLARY FROM VEHICLE,330,34.0017,-118.4608
1075158,2015-12-27,1030,VEHICLE - STOLEN,510,34.1902,-118.5448
1075188,2015-12-27,1105,BURGLARY,310,33.9852,-118.4623
1075222,2015-12-27,2100,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.2181,-118.3987
1076057,2015-12-27,2200,"BURGLARY, ATTEMPTED",320,34.1084,-118.2638
1076149,2015-12-27,1035,"BUNCO, GRAND THEFT",662,34.1078,-118.2024
1076226,2015-12-27,445,ROBBERY,210,34.0763,-118.2958
1076510,2015-12-27,1255,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0626,-118.4454
1076648,2015-12-27,1700,BURGLARY,310,34.1758,-118.3746
1076775,2015-12-27,1,VEHICLE - STOLEN,510,34.2539,-118.4153
1076827,2015-12-27,100,BATTERY - SIMPLE ASSAULT,624,34.0478,-118.2502
1077005,2015-12-27,1524,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.174,-118.4662
1077719,2015-12-27,1230,BURGLARY FROM VEHICLE,330,34.2355,-118.5536
1077728,2015-12-27,1920,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.2177,-118.3669
1078720,2015-12-27,1,THEFT OF IDENTITY,354,34.0938,-118.1986
1078777,2015-12-27,1,THEFT OF IDENTITY,354,33.9967,-118.4473
1079159,2015-12-27,1700,BURGLARY,310,34.1758,-118.3746
1079320,2015-12-27,1730,BURGLARY FROM VEHICLE,330,34.0976,-118.2739
1079693,2015-12-27,1730,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.227,-118.5907
1079695,2015-12-27,140,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0335,-118.2619
1080967,2015-12-27,2215,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0486,-118.3383
1081392,2015-12-27,1200,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2304,-118.5623
1081524,2015-12-27,1800,VEHICLE - STOLEN,510,33.9846,-118.3068
1082092,2015-12-27,600,BURGLARY FROM VEHICLE,330,34.1758,-118.3834
1082264,2015-12-27,1045,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9924,-118.2871
1082852,2015-12-27,700,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1976,-118.3965
1083225,2015-12-27,1955,BURGLARY FROM VEHICLE,330,34.2591,-118.4354
1083269,2015-12-27,1500,BURGLARY,310,34.2843,-118.5563
1083707,2015-12-27,1045,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9924,-118.2871
1083850,2015-12-27,900,CONTEMPT OF COURT,903,34.144,-118.4036
1084167,2015-12-27,1800,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0761,-118.3563
1084538,2015-12-27,1232,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2322,-118.5113
1084942,2015-12-27,1940,BATTERY - SIMPLE ASSAULT,624,33.991,-118.29799999999999
1086754,2015-12-27,1300,BATTERY - SIMPLE ASSAULT,624,34.0882,-118.2646
1088789,2015-12-27,630,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2492,-118.5669
1089137,2015-12-27,1900,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9792,-118.2871
1089677,2015-12-27,2320,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2354,-118.4502
1089993,2015-12-27,2015,BATTERY - SIMPLE ASSAULT,624,34.0449,-118.2137
1090211,2015-12-27,1327,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0502,-118.25399999999999
1090322,2015-12-27,300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1877,-118.4509
1090498,2015-12-27,1945,VEHICLE - STOLEN,510,33.9833,-118.3024
1090584,2015-12-27,1700,VEHICLE - STOLEN,510,34.0611,-118.2754
1091481,2015-12-27,1630,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0418,-118.3134
1092058,2015-12-27,1330,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0982,-118.2918
1092145,2015-12-27,1100,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0526,-118.301
1092280,2015-12-27,1045,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9924,-118.2871
1092681,2015-12-27,2138,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1883,-118.6274
1093040,2015-12-27,1825,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9798,-118.2783
1093300,2015-12-27,1330,ROBBERY,210,34.0467,-118.25200000000001
1093884,2015-12-27,540,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.979,-118.3112
1094261,2015-12-27,1700,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343,34.049,-118.3066
1094771,2015-12-27,2030,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0509,-118.2979
1094815,2015-12-27,1200,THEFT OF IDENTITY,354,34.1809,-118.609
1094970,2015-12-27,1530,BURGLARY FROM VEHICLE,330,34.003,-118.243
1095765,2015-12-27,2120,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0236,-118.3177
1095992,2015-12-27,400,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0366,-118.3357
1096117,2015-12-27,1330,BATTERY - SIMPLE ASSAULT,624,33.9773,-118.3718
1097305,2015-12-27,2300,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.2051,-118.6214
1097506,2015-12-27,1730,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.9572,-118.2782
1097671,2015-12-27,1500,TRESPASSING,888,34.1037,-118.3552
1098362,2015-12-27,255,VEHICLE - STOLEN,510,34.0703,-118.26799999999999
1099065,2015-12-27,1300,OTHER ASSAULT,625,33.995,-118.4754
1099171,2015-12-27,1620,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.201,-118.5732
1099408,2015-12-27,1500,THEFT OF IDENTITY,354,34.1815,-118.4203
1100067,2015-12-27,700,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.1649,-118.4377
1100421,2015-12-27,800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.961999999999996,-118.2629
1100880,2015-12-27,1715,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.2309,-118.4655
1101201,2015-12-27,1700,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.7403,-118.2814
1101960,2015-12-27,2230,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1903,-118.4815
1102765,2015-12-27,1600,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2037,-118.421
1103007,2015-12-27,200,VEHICLE - STOLEN,510,34.274,-118.5052
1103138,2015-12-27,1945,BATTERY - SIMPLE ASSAULT,624,33.9759,-118.3897
1103150,2015-12-27,5,DOCUMENT FORGERY / STOLEN FELONY,649,34.0712,-118.4796
1103598,2015-12-27,400,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",951,33.9579,-118.402
1105128,2015-12-27,830,SHOPLIFTING - ATTEMPT,443,34.0473,-118.2566
1105472,2015-12-27,1,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,33.7847,-118.2686
1105544,2015-12-27,830,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0109,-118.2941
1105712,2015-12-27,2015,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2215,-118.4612
1106110,2015-12-27,1600,VEHICLE - STOLEN,510,33.9417,-118.2486
1106252,2015-12-27,1430,BURGLARY,310,34.2663,-118.4945
1106890,2015-12-27,2200,BURGLARY,310,34.1758,-118.3746
1107130,2015-12-27,1610,OTHER MISCELLANEOUS CRIME,946,34.0515,-118.2424
1107290,2015-12-27,1200,BURGLARY FROM VEHICLE,330,33.9853,-118.444
1107953,2015-12-27,1150,BURGLARY,310,34.2028,-118.5268
1109010,2015-12-27,2200,BATTERY - SIMPLE ASSAULT,624,33.9637,-118.309
1109077,2015-12-27,2030,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1923,-118.4466
1109398,2015-12-27,1730,VEHICLE - STOLEN,510,33.8698,-118.2858
1111391,2015-12-27,1800,VEHICLE - STOLEN,510,34.2704,-118.429
1112599,2015-12-27,1800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1479,-118.3845
1112921,2015-12-27,900,BURGLARY,310,33.9646,-118.3025
1112993,2015-12-27,145,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1082,-118.1956
1113023,2015-12-27,2300,BURGLARY FROM VEHICLE,330,34.2389,-118.4536
1113164,2015-12-27,1350,BATTERY - SIMPLE ASSAULT,624,34.0334,-118.3814
1113557,2015-12-27,100,THEFT OF IDENTITY,354,34.1194,-118.4741
1114543,2015-12-27,2300,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2355,-118.5602
1114558,2015-12-27,200,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.0145,-118.29799999999999
1115169,2015-12-27,300,BATTERY - SIMPLE ASSAULT,624,33.9925,-118.2701
1115562,2015-12-27,2000,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9465,-118.2608
1117164,2015-12-27,1930,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0779,-118.266
1117246,2015-12-27,930,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1012,-118.2918
1117380,2015-12-27,1130,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9987,-118.2388
1117547,2015-12-27,2100,VEHICLE - STOLEN,510,34.0493,-118.4666
