,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
610712,2013-01-14,1600,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0863,-118.3064
610900,2013-01-14,2015,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0441,-118.4675
611438,2013-01-14,950,BATTERY - SIMPLE ASSAULT,624,34.235,-118.414
612450,2013-01-14,1855,BATTERY - SIMPLE ASSAULT,624,34.0889,-118.3428
613558,2013-01-14,1700,BURGLARY FROM VEHICLE,330,33.9811,-118.4635
613821,2013-01-14,1200,THEFT OF IDENTITY,354,33.979,-118.2761
614687,2013-01-14,1530,BATTERY - SIMPLE ASSAULT,624,34.2108,-118.571
614936,2013-01-14,1745,BATTERY - SIMPLE ASSAULT,624,33.9746,-118.3265
615151,2013-01-14,2000,BURGLARY FROM VEHICLE,330,34.1684,-118.3851
615179,2013-01-14,1400,BURGLARY,310,34.0654,-118.3041
616330,2013-01-14,1130,BURGLARY FROM VEHICLE,330,33.9256,-118.2622
617218,2013-01-14,1500,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1704,-118.3921
617595,2013-01-14,945,BATTERY - SIMPLE ASSAULT,624,34.0229,-118.2959
617700,2013-01-14,1200,ROBBERY,210,34.058,-118.2759
618488,2013-01-14,2000,BURGLARY FROM VEHICLE,330,34.1669,-118.4019
619849,2013-01-14,1730,BURGLARY,310,34.04,-118.2962
620050,2013-01-14,2300,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.091,-118.2362
620182,2013-01-14,1330,THEFT OF IDENTITY,354,34.0675,-118.3568
620288,2013-01-14,2230,THEFT PLAIN - PETTY ($950 & UNDER),440,34.167,-118.3759
620389,2013-01-14,1845,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9406,-118.2348
620458,2013-01-14,1200,THEFT OF IDENTITY,354,34.108000000000004,-118.1961
620558,2013-01-14,1200,BURGLARY FROM VEHICLE,330,34.059,-118.3541
621020,2013-01-14,2000,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9567,-118.2827
621445,2013-01-14,815,BURGLARY,310,34.0738,-118.2078
622545,2013-01-14,1550,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,235,33.9627,-118.3046
623474,2013-01-14,1120,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0073,-118.3113
624192,2013-01-14,1445,THEFT PLAIN - PETTY ($950 & UNDER),440,34.211999999999996,-118.4488
624960,2013-01-14,1545,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1733,-118.5974
624967,2013-01-14,1600,VEHICLE - STOLEN,510,34.0646,-118.26299999999999
625448,2013-01-14,2030,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2564,-118.5536
625555,2013-01-14,950,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.1385,-118.4677
625783,2013-01-14,900,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0512,-118.4658
626081,2013-01-14,1330,BATTERY - SIMPLE ASSAULT,624,33.9846,-118.3294
626159,2013-01-14,840,ROBBERY,210,34.0464,-118.24799999999999
626192,2013-01-14,830,THEFT OF IDENTITY,354,34.1323,-118.1933
626526,2013-01-14,900,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.264,-118.35
626741,2013-01-14,1500,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0467,-118.2814
627311,2013-01-14,800,BATTERY - SIMPLE ASSAULT,624,34.1866,-118.5185
627418,2013-01-14,730,BURGLARY FROM VEHICLE,330,34.2402,-118.4502
628301,2013-01-14,1050,INDECENT EXPOSURE,850,34.2159,-118.4189
629443,2013-01-14,1210,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.2355,-118.5425
629665,2013-01-14,2200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1178,-118.3215
629731,2013-01-14,620,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9609,-118.3112
630040,2013-01-14,1,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7978,-118.3011
630153,2013-01-14,300,TRESPASSING,888,34.2898,-118.4503
630218,2013-01-14,1300,THEFT OF IDENTITY,354,34.0485,-118.419
630852,2013-01-14,140,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9303,-118.2532
631668,2013-01-14,2000,THEFT OF IDENTITY,354,34.0597,-118.4685
632088,2013-01-14,1300,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9392,-118.2805
632151,2013-01-14,1050,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7397,-118.2923
633507,2013-01-14,2230,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.2283,-118.4611
634205,2013-01-14,1830,VEHICLE - STOLEN,510,34.0862,-118.3091
634447,2013-01-14,1000,"RAPE, FORCIBLE",121,33.9455,-118.2916
634690,2013-01-14,1400,BURGLARY FROM VEHICLE,330,33.9737,-118.2962
634766,2013-01-14,2100,BURGLARY FROM VEHICLE,330,34.0085,-118.3314
635029,2013-01-14,600,VEHICLE - STOLEN,510,33.9782,-118.3294
636018,2013-01-14,1400,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1786,-118.3587
637119,2013-01-14,2000,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.2176,-118.60600000000001
637343,2013-01-14,1030,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2216,-118.4488
637576,2013-01-14,1350,THEFT OF IDENTITY,354,33.9782,-118.2813
637835,2013-01-14,1225,BRANDISH WEAPON,761,34.0291,-118.3089
637842,2013-01-14,1700,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1016,-118.3417
638119,2013-01-14,2045,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0853,-118.3266
638334,2013-01-14,1700,BURGLARY FROM VEHICLE,330,33.9862,-118.3482
638452,2013-01-14,830,BATTERY POLICE (SIMPLE),623,34.265,-118.4291
638479,2013-01-14,1000,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0419,-118.5349
638534,2013-01-14,2055,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.2355,-118.5536
638537,2013-01-14,800,THEFT OF IDENTITY,354,33.9689,-118.2761
639049,2013-01-14,230,BURGLARY,310,34.1698,-118.5308
639304,2013-01-14,2100,BURGLARY FROM VEHICLE,330,34.027,-118.2051
639458,2013-01-14,1800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.2467,-118.60700000000001
639577,2013-01-14,1830,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1957,-118.5699
640364,2013-01-14,2300,VEHICLE - STOLEN,510,34.1667,-118.3981
641170,2013-01-14,1330,STALKING,763,34.1681,-118.6167
641888,2013-01-14,200,BATTERY - SIMPLE ASSAULT,624,34.1687,-118.4003
642035,2013-01-14,1700,BATTERY - SIMPLE ASSAULT,624,34.0203,-118.3177
643003,2013-01-14,1600,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0387,-118.2519
643074,2013-01-14,1730,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.1722,-118.5244
643692,2013-01-14,2200,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9925,-118.2701
643920,2013-01-14,730,BURGLARY,310,34.2282,-118.5841
644167,2013-01-14,1430,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2217,-118.3965
644407,2013-01-14,604,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1423,-118.399
645314,2013-01-14,1630,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.069,-118.3173
645527,2013-01-14,1200,DOCUMENT FORGERY / STOLEN FELONY,649,34.1577,-118.3823
645551,2013-01-14,1800,BURGLARY,310,34.1422,-118.223
645691,2013-01-14,1000,ROBBERY,210,34.0017,-118.29799999999999
646707,2013-01-14,1830,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0197,-118.2882
647223,2013-01-14,5,BURGLARY FROM VEHICLE,330,33.7261,-118.2858
647259,2013-01-14,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1684,-118.3851
647890,2013-01-14,1000,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.0057,-118.2715
648092,2013-01-14,1900,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.7397,-118.2945
648136,2013-01-14,1400,VEHICLE - STOLEN,510,33.961,-118.2919
649876,2013-01-14,2200,DOCUMENT FORGERY / STOLEN FELONY,649,34.0544,-118.3816
650127,2013-01-14,920,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0431,-118.2196
650312,2013-01-14,2015,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.2216,-118.4488
650400,2013-01-14,1830,BURGLARY,310,33.961,-118.2673
651426,2013-01-14,2315,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9633,-118.2739
652433,2013-01-14,1800,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1169,-118.1723
652445,2013-01-14,1700,VEHICLE - STOLEN,510,34.2049,-118.4313
652657,2013-01-14,2300,CHILD NEGLECT (SEE 300 W.I.C.),237,33.9348,-118.2739
652664,2013-01-14,930,BURGLARY,310,34.0155,-118.2129
652862,2013-01-14,330,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9572,-118.2761
652879,2013-01-14,1200,THEFT OF IDENTITY,354,34.0551,-118.3784
653540,2013-01-14,1440,"THEFT, PERSON",350,33.9948,-118.2478
653986,2013-01-14,1900,VEHICLE - STOLEN,510,34.0886,-118.3005
654211,2013-01-14,2000,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0152,-118.2793
654389,2013-01-14,1200,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1722,-118.3844
654468,2013-01-14,610,TRESPASSING,888,34.1875,-118.4597
654587,2013-01-14,1230,BURGLARY FROM VEHICLE,330,34.037,-118.2583
655008,2013-01-14,800,THEFT OF IDENTITY,354,34.203,-118.4514
655009,2013-01-14,930,THEFT OF IDENTITY,354,33.9348,-118.2739
655472,2013-01-14,1215,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9797,-118.2717
656223,2013-01-14,330,"BURGLARY, ATTEMPTED",320,34.1667,-118.4312
656342,2013-01-14,700,BURGLARY FROM VEHICLE,330,33.9845,-118.26100000000001
656629,2013-01-14,1520,CHILD ANNOYING (17YRS & UNDER),813,34.1827,-118.4531
656825,2013-01-14,2100,THEFT OF IDENTITY,354,34.1573,-118.5893
657104,2013-01-14,300,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7434,-118.302
657182,2013-01-14,710,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0423,-118.2452
657404,2013-01-14,1100,BURGLARY FROM VEHICLE,330,34.1227,-118.3181
