,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
1221359,2016-12-19,1335,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0585,-118.3262
1221476,2016-12-19,1800,"BUNCO, GRAND THEFT",662,34.0559,-118.2756
1221924,2016-12-19,140,BATTERY - SIMPLE ASSAULT,624,33.9492,-118.2766
1222018,2016-12-19,240,"BURGLARY, ATTEMPTED",320,34.0521,-118.3864
1222316,2016-12-19,1900,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343,34.1016,-118.3387
1222543,2016-12-19,2115,BATTERY - SIMPLE ASSAULT,624,34.0437,-118.2455
1223316,2016-12-19,1145,BATTERY - SIMPLE ASSAULT,624,34.0496,-118.2458
1223363,2016-12-19,1500,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1422,-118.223
1223454,2016-12-19,30,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,33.7811,-118.2428
1223929,2016-12-19,1500,VEHICLE - STOLEN,510,34.0771,-118.1681
1224179,2016-12-19,1200,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1016,-118.3401
1224275,2016-12-19,1545,VEHICLE - STOLEN,510,34.2644,-118.3386
1224306,2016-12-19,1535,INDECENT EXPOSURE,850,34.1301,-118.3555
1224644,2016-12-19,2000,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2162,-118.5799
1224700,2016-12-19,1900,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,33.991,-118.3126
1224781,2016-12-19,1200,THEFT OF IDENTITY,354,33.8808,-118.2869
1225267,2016-12-19,1645,THEFT PLAIN - ATTEMPT,441,33.9976,-118.46700000000001
1225329,2016-12-19,1630,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0446,-118.249
1225368,2016-12-19,1630,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0885,-118.3092
1225425,2016-12-19,800,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0431,-118.2536
1225726,2016-12-19,900,BURGLARY FROM VEHICLE,330,34.0673,-118.4534
1226678,2016-12-19,630,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1232,-118.21600000000001
1226858,2016-12-19,1200,VIOLATION OF COURT ORDER,900,34.2701,-118.4935
1227170,2016-12-19,1130,THEFT PLAIN - PETTY ($950 & UNDER),440,34.056,-118.2916
1227499,2016-12-19,1815,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.0399,-118.3177
1227590,2016-12-19,2200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.2048,-118.4659
1227715,2016-12-19,2215,"THEFT, PERSON",350,33.9588,-118.3131
1228459,2016-12-19,100,DOCUMENT FORGERY / STOLEN FELONY,649,34.1909,-118.3654
1228466,2016-12-19,1849,BURGLARY,310,34.2875,-118.5138
1228628,2016-12-19,200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0516,-118.4398
1228702,2016-12-19,1600,BURGLARY FROM VEHICLE,330,33.997,-118.4797
1229209,2016-12-19,2030,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2739,-118.4807
1229879,2016-12-19,1730,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7987,-118.3075
1230002,2016-12-19,1715,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343,34.0254,-118.2384
1230087,2016-12-19,2300,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1794,-118.4116
1231298,2016-12-19,1710,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0495,-118.3215
1231555,2016-12-19,1830,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2408,-118.2667
1231577,2016-12-19,1730,THEFT PLAIN - PETTY ($950 & UNDER),440,34.12,-118.2139
1233309,2016-12-19,1100,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1613,-118.4531
1233386,2016-12-19,930,OTHER MISCELLANEOUS CRIME,946,33.741,-118.2838
1233596,2016-12-19,1700,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.7941,-118.2512
1234326,2016-12-19,19,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1921,-118.4836
1234394,2016-12-19,2100,VEHICLE - STOLEN,510,34.02,-118.3002
1234562,2016-12-19,830,VEHICLE - STOLEN,510,34.2265,-118.5296
1234914,2016-12-19,1045,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1794,-118.3834
1235053,2016-12-19,2030,BURGLARY FROM VEHICLE,330,34.0775,-118.25200000000001
1235268,2016-12-19,1800,BURGLARY FROM VEHICLE,330,34.2103,-118.4634
1235345,2016-12-19,1410,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1976,-118.4574
1235437,2016-12-19,830,VEHICLE - STOLEN,510,34.0272,-118.24799999999999
1235755,2016-12-19,945,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.038000000000004,-118.4436
1236236,2016-12-19,1900,VEHICLE - ATTEMPT STOLEN,520,33.9983,-118.2783
1236360,2016-12-19,700,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1613,-118.4127
1236423,2016-12-19,1630,BURGLARY FROM VEHICLE,330,34.0694,-118.1754
1236456,2016-12-19,1430,PURSE SNATCHING,351,34.0085,-118.3089
1236489,2016-12-19,1200,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627,34.0638,-118.2061
1237367,2016-12-19,2300,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0085,-118.3351
1237535,2016-12-19,830,INDECENT EXPOSURE,850,33.9925,-118.2701
1237820,2016-12-19,2330,ARSON,648,34.0922,-118.2226
1237893,2016-12-19,1100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.153,-118.4383
1237948,2016-12-19,1600,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0911,-118.2684
1238087,2016-12-19,2000,VEHICLE - STOLEN,510,33.9773,-118.2871
1238275,2016-12-19,1312,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1613,-118.4468
1238475,2016-12-19,1530,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7739,-118.2678
1239821,2016-12-19,1830,BURGLARY FROM VEHICLE,330,34.1722,-118.4323
1240097,2016-12-19,30,BURGLARY,310,34.0772,-118.2787
1240255,2016-12-19,1555,OTHER MISCELLANEOUS CRIME,946,33.9867,-118.3089
1240271,2016-12-19,2000,THEFT OF IDENTITY,354,34.0413,-118.4561
1241086,2016-12-19,1900,BATTERY - SIMPLE ASSAULT,624,34.0421,-118.2469
1241421,2016-12-19,1635,BATTERY - SIMPLE ASSAULT,624,34.0257,-118.2023
1241798,2016-12-19,1920,BATTERY - SIMPLE ASSAULT,624,33.9921,-118.3108
1242548,2016-12-19,1715,BURGLARY,310,34.0495,-118.3805
1242651,2016-12-19,1600,BATTERY - SIMPLE ASSAULT,624,33.9393,-118.2587
1242799,2016-12-19,1200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.3042,-118.4421
1243095,2016-12-19,1200,BURGLARY,310,34.1094,-118.3041
1243140,2016-12-19,2300,VEHICLE - STOLEN,510,34.1088,-118.4618
1243193,2016-12-19,2200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7489,-118.2798
1243690,2016-12-19,122,THEFT OF IDENTITY,354,33.9526,-118.3823
1244625,2016-12-19,820,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.2448,-118.5915
1244775,2016-12-19,2200,VEHICLE - STOLEN,510,34.0038,-118.2783
1244872,2016-12-19,2215,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.056,-118.3209
1245189,2016-12-19,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0994,-118.3093
1245281,2016-12-19,2300,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0444,-118.4254
1246149,2016-12-19,1445,BATTERY - SIMPLE ASSAULT,624,34.049,-118.2127
1246223,2016-12-19,1050,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.7347,-118.2842
1246249,2016-12-19,1020,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0438,-118.2416
1246917,2016-12-19,2230,VEHICLE - ATTEMPT STOLEN,520,34.2198,-118.4488
1246932,2016-12-19,2130,ROBBERY,210,34.0884,-118.2258
1246946,2016-12-19,1700,BURGLARY,310,34.0224,-118.2866
1247212,2016-12-19,1715,THEFT OF IDENTITY,354,34.0508,-118.2865
1247673,2016-12-19,2240,ROBBERY,210,33.9981,-118.2697
1248030,2016-12-19,1240,BATTERY - SIMPLE ASSAULT,624,33.9232,-118.2901
1248569,2016-12-19,700,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.9951,-118.3089
1248674,2016-12-19,1830,BURGLARY,310,34.1847,-118.5441
1248689,2016-12-19,1900,VEHICLE - STOLEN,510,33.9799,-118.2958
1249517,2016-12-19,2150,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0436,-118.34
1249632,2016-12-19,1400,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0712,-118.3004
1249812,2016-12-19,2030,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9981,-118.4785
1250140,2016-12-19,1900,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1973,-118.6473
1250239,2016-12-19,900,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0401,-118.4644
1250348,2016-12-19,1000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.2319,-118.571
1250730,2016-12-19,1100,DOCUMENT WORTHLESS ($200.01 & OVER),651,34.0617,-118.3085
1251183,2016-12-19,2130,VEHICLE - STOLEN,510,33.8191,-118.3089
1251641,2016-12-19,1500,BURGLARY FROM VEHICLE,330,34.172,-118.5882
1251929,2016-12-19,1130,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1904,-118.6083
1252812,2016-12-19,1700,BIKE - STOLEN,480,34.0735,-118.3571
1253592,2016-12-19,2210,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0481,-118.2133
1253714,2016-12-19,1500,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9701,-118.4277
1253734,2016-12-19,700,DOCUMENT FORGERY / STOLEN FELONY,649,33.9551,-118.3805
1253934,2016-12-19,1155,BRANDISH WEAPON,761,34.0474,-118.2496
1253985,2016-12-19,2130,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2839,-118.405
1254482,2016-12-19,1000,BURGLARY,310,34.1586,-118.60799999999999
1255091,2016-12-19,1026,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0761,-118.3766
1255295,2016-12-19,900,THEFT OF IDENTITY,354,34.053000000000004,-118.3637
1255555,2016-12-19,1600,BURGLARY FROM VEHICLE,330,34.0472,-118.459
1255770,2016-12-19,1930,BURGLARY FROM VEHICLE,330,33.9629,-118.2695
1255849,2016-12-19,2050,ROBBERY,210,34.0425,-118.3818
1256630,2016-12-19,1800,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0713,-118.2291
1256711,2016-12-19,1145,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,33.9492,-118.2739
1256745,2016-12-19,2130,VEHICLE - STOLEN,510,34.1929,-118.4208
1256877,2016-12-19,2200,ROBBERY,210,34.0328,-118.25399999999999
1257079,2016-12-19,1530,DOCUMENT FORGERY / STOLEN FELONY,649,33.9677,-118.4231
1257491,2016-12-19,2050,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343,34.244,-118.5583
1258193,2016-12-19,100,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1894,-118.3859
1258660,2016-12-19,2230,BURGLARY FROM VEHICLE,330,34.2543,-118.5274
1259569,2016-12-19,30,ROBBERY,210,33.7757,-118.2608
1259581,2016-12-19,500,VEHICLE - STOLEN,510,34.0006,-118.2871
1259669,2016-12-19,1545,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2854,-118.5205
1260500,2016-12-19,2200,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9388,-118.2499
1260696,2016-12-19,1200,DOCUMENT FORGERY / STOLEN FELONY,649,33.9321,-118.2434
1260755,2016-12-19,1930,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1907,-118.6234
1261714,2016-12-19,700,BURGLARY FROM VEHICLE,330,34.1284,-118.3568
1262852,2016-12-19,1700,BURGLARY FROM VEHICLE,330,34.104,-118.1971
1262883,2016-12-19,1900,BURGLARY FROM VEHICLE,330,34.0713,-118.2767
1264918,2016-12-19,1830,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.0464,-118.3251
1266267,2016-12-19,1400,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1017,-118.3147
1267278,2016-12-19,130,"BURGLARY, ATTEMPTED",320,34.1499,-118.4422
1267358,2016-12-19,1335,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.2519,-118.2713
1267511,2016-12-19,1300,BURGLARY FROM VEHICLE,330,34.1481,-118.3703
1267597,2016-12-19,1400,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0908,-118.3277
1267967,2016-12-19,1520,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0278,-118.2915
1268306,2016-12-19,1700,BURGLARY FROM VEHICLE,330,33.946999999999996,-118.2684
1268571,2016-12-19,1845,VEHICLE - STOLEN,510,33.9891,-118.3245
1269441,2016-12-19,1200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1667,-118.3653
1270120,2016-12-19,2340,ATTEMPTED ROBBERY,220,33.9774,-118.2827
1270356,2016-12-19,1900,VEHICLE - STOLEN,510,34.0065,-118.2762
1270433,2016-12-19,5,BATTERY - SIMPLE ASSAULT,624,34.1975,-118.5317
1271584,2016-12-19,1400,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1657,-118.5988
1271610,2016-12-19,330,TRESPASSING,888,34.1018,-118.3034
1271945,2016-12-19,20,PANDERING,806,34.1938,-118.4702
1271949,2016-12-19,1000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.2695,-118.5638
1272040,2016-12-19,1800,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0389,-118.309
1272157,2016-12-19,1800,VEHICLE - STOLEN,510,34.0173,-118.22
1272466,2016-12-19,1045,BATTERY - SIMPLE ASSAULT,624,34.0418,-118.4353
1272682,2016-12-19,415,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2782,-118.5196
1273111,2016-12-19,1300,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0601,-118.2761
1273603,2016-12-19,1115,BATTERY - SIMPLE ASSAULT,624,34.0636,-118.296
1274258,2016-12-19,2030,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9534,-118.2475
1274478,2016-12-19,1700,BIKE - STOLEN,480,34.0478,-118.2484
1274520,2016-12-19,1100,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0219,-118.1984
1274780,2016-12-19,1830,BURGLARY,310,34.1719,-118.5684
1275141,2016-12-19,335,BURGLARY,310,33.7279,-118.288
1275147,2016-12-19,1840,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",951,33.7895,-118.3012
1275289,2016-12-19,700,BRANDISH WEAPON,761,34.2355,-118.5404
1275787,2016-12-19,2300,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0691,-118.2941
1276840,2016-12-19,2100,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0493,-118.2828
1278359,2016-12-19,1830,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1776,-118.4465
1278643,2016-12-19,1130,BURGLARY,310,34.0616,-118.2795
1278736,2016-12-19,830,BURGLARY,310,34.2472,-118.5003
1278765,2016-12-19,1430,VEHICLE - STOLEN,510,34.1053,-118.3158
1278938,2016-12-19,230,VEHICLE - STOLEN,510,33.9553,-118.3857
1279164,2016-12-19,1800,"BUNCO, GRAND THEFT",662,34.0559,-118.2756
1279642,2016-12-19,2200,BURGLARY,310,34.2612,-118.4957
1279899,2016-12-19,1300,"BUNCO, GRAND THEFT",662,34.0559,-118.2756
1280244,2016-12-19,1,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",668,34.0672,-118.3091
1281465,2016-12-19,1830,ROBBERY,210,34.1106,-118.243
1281766,2016-12-19,1900,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1939,-118.4662
1281945,2016-12-19,1900,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1427,-118.4052
1282187,2016-12-19,1900,VEHICLE - STOLEN,510,33.9964,-118.3126
1284437,2016-12-19,800,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,33.9735,-118.4236
1284561,2016-12-19,1900,OTHER MISCELLANEOUS CRIME,946,34.0853,-118.186
1284780,2016-12-19,1800,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.1956,-118.5943
1285471,2016-12-19,600,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.058,-118.439
1285476,2016-12-19,400,BURGLARY,310,33.787,-118.2555
1285598,2016-12-19,1910,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.1809,-118.4509
1285823,2016-12-19,900,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2167,-118.4189
1285858,2016-12-19,2045,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0503,-118.3163
1286000,2016-12-19,1720,BATTERY - SIMPLE ASSAULT,624,34.010999999999996,-118.3351
1286004,2016-12-19,1500,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.1849,-118.3845
1286140,2016-12-19,1800,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.04,-118.3003
1286209,2016-12-19,1800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1889,-118.5906
1286403,2016-12-19,1740,BATTERY - SIMPLE ASSAULT,624,34.0085,-118.3333
1286615,2016-12-19,1530,BURGLARY FROM VEHICLE,330,33.9619,-118.4327
1287897,2016-12-19,1310,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0974,-118.3931
1288053,2016-12-19,200,VEHICLE - STOLEN,510,34.2714,-118.2702
1288446,2016-12-19,735,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9873,-118.2739
1288911,2016-12-19,5,THEFT OF IDENTITY,354,34.2047,-118.6003
1289015,2016-12-19,1035,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,33.9906,-118.4391
1289084,2016-12-19,1200,THEFT OF IDENTITY,354,34.0632,-118.3634
1289148,2016-12-19,2145,BURGLARY,310,34.1504,-118.37899999999999
1289232,2016-12-19,1800,VEHICLE - STOLEN,510,34.2653,-118.4268
1289550,2016-12-19,1900,THEFT PLAIN - PETTY ($950 & UNDER),440,33.9301,-118.2739
1289601,2016-12-19,1700,BATTERY - SIMPLE ASSAULT,624,34.2881,-118.5448
1289744,2016-12-19,1900,BURGLARY FROM VEHICLE,330,34.0629,-118.4728
1290759,2016-12-19,1225,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0653,-118.3183
1291017,2016-12-19,910,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0935,-118.2866
1291470,2016-12-19,30,BURGLARY FROM VEHICLE,330,34.0944,-118.3428
1292685,2016-12-19,1430,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9927,-118.4419
1293032,2016-12-19,2200,BRANDISH WEAPON,761,34.0256,-118.2245
1293227,2016-12-19,2300,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0456,-118.2101
1293428,2016-12-19,1,THEFT OF IDENTITY,354,34.0035,-118.4244
1293840,2016-12-19,1920,ATTEMPTED ROBBERY,220,34.0419,-118.2485
1293896,2016-12-19,100,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.2114,-118.45299999999999
1294772,2016-12-19,900,THEFT OF IDENTITY,354,34.0721,-118.3658
1294925,2016-12-19,1200,BURGLARY FROM VEHICLE,330,34.103,-118.3225
1295845,2016-12-19,2215,BATTERY - SIMPLE ASSAULT,624,33.9388,-118.2499
1296248,2016-12-19,1700,BATTERY - SIMPLE ASSAULT,624,34.1889,-118.5481
1296714,2016-12-19,1805,BURGLARY,310,33.9237,-118.2826
1296795,2016-12-19,1325,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0354,-118.446
1297027,2016-12-19,1500,VEHICLE - STOLEN,510,34.2282,-118.4553
1297404,2016-12-19,2030,VEHICLE - STOLEN,510,34.2555,-118.4674
1297469,2016-12-19,1900,VEHICLE - STOLEN,510,34.1036,-118.2371
1297692,2016-12-19,1800,VEHICLE - STOLEN,510,34.1053,-118.3147
1297733,2016-12-19,1240,BATTERY - SIMPLE ASSAULT,624,33.9232,-118.2901
1298166,2016-12-19,1500,ROBBERY,210,33.9347,-118.2761
1299128,2016-12-19,400,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.0649,-118.2797
1299619,2016-12-19,1700,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0421,-118.2469
1299643,2016-12-19,1335,ROBBERY,210,34.0446,-118.249
1300734,2016-12-19,1900,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.9301,-118.2739
1301090,2016-12-19,1920,BATTERY - SIMPLE ASSAULT,624,33.9921,-118.3108
1301180,2016-12-19,730,BURGLARY FROM VEHICLE,330,34.0623,-118.198
1301521,2016-12-19,2300,VEHICLE - STOLEN,510,34.0824,-118.2704
1301812,2016-12-19,2200,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.3095,-118.4672
1302025,2016-12-19,2100,VEHICLE - STOLEN,510,33.9978,-118.2915
1302635,2016-12-19,1500,VEHICLE - STOLEN,510,34.1283,-118.2299
1302831,2016-12-19,1330,BURGLARY FROM VEHICLE,330,34.010999999999996,-118.3351
1302832,2016-12-19,2100,VEHICLE - STOLEN,510,34.1831,-118.4334
1302838,2016-12-19,900,CONTEMPT OF COURT,903,34.1976,-118.4225
1302935,2016-12-19,1400,BOMB SCARE,755,34.1827,-118.4465
1304260,2016-12-19,420,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0649,-118.2797
1304327,2016-12-19,1415,CRIMINAL HOMICIDE,110,34.2251,-118.5372
1304727,2016-12-19,1959,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1883,-118.6274
1304910,2016-12-19,1000,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0385,-118.4408
1304930,2016-12-19,1700,"BUNCO, GRAND THEFT",662,34.1063,-118.3362
1305651,2016-12-19,920,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0413,-118.3575
1306132,2016-12-19,800,THEFT OF IDENTITY,354,34.0765,-118.2118
1306180,2016-12-19,1200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0341,-118.2507
1306283,2016-12-19,315,THEFT PLAIN - PETTY ($950 & UNDER),440,34.2206,-118.5448
1306554,2016-12-19,920,DISTURBING THE PEACE,886,34.1753,-118.6057
1306789,2016-12-19,600,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.2748,-118.4699
1306887,2016-12-19,1030,BURGLARY,310,34.1721,-118.4618
1307363,2016-12-19,1200,THEFT OF IDENTITY,354,34.089,-118.2437
1307936,2016-12-19,600,BURGLARY,310,34.0659,-118.4282
1308035,2016-12-19,1630,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1569,-118.6058
1308401,2016-12-19,15,BATTERY - SIMPLE ASSAULT,624,33.9747,-118.2827
1308766,2016-12-19,210,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2084,-118.4599
1308818,2016-12-19,1900,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.9934,-118.46
1309062,2016-12-19,1300,VEHICLE - STOLEN,510,34.0231,-118.2698
1309092,2016-12-19,1100,OTHER MISCELLANEOUS CRIME,946,34.0721,-118.2818
1309101,2016-12-19,1900,VEHICLE - STOLEN,510,34.0065,-118.2762
1309151,2016-12-19,1515,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0665,-118.3662
1310186,2016-12-19,400,BATTERY - SIMPLE ASSAULT,624,34.0721,-118.2669
1310200,2016-12-19,950,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0577,-118.3009
1311195,2016-12-19,2200,VEHICLE - STOLEN,510,34.0863,-118.1624
1311892,2016-12-19,2345,BATTERY - SIMPLE ASSAULT,624,34.1475,-118.4225
1312183,2016-12-19,1820,ATTEMPTED ROBBERY,220,34.0987,-118.3337
1312579,2016-12-19,1400,"BUNCO, GRAND THEFT",662,34.0508,-118.4683
1313227,2016-12-19,1850,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0425,-118.3818
1313343,2016-12-19,1610,"THEFT, PERSON",350,34.0998,-118.3282
