,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
1614855,2018-02-24,2000,VEHICLE - STOLEN,510,34.0511,-118.2597
1668806,2018-02-24,340,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9176,-118.2828
1668896,2018-02-24,1100,VEHICLE - STOLEN,510,34.1719,-118.5684
1669652,2018-02-24,2030,VEHICLE - STOLEN,510,34.1776,-118.37899999999999
1669822,2018-02-24,1430,VEHICLE - STOLEN,510,34.167,-118.5928
1670252,2018-02-24,100,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0055,-118.3267
1670822,2018-02-24,1800,BURGLARY FROM VEHICLE,330,34.0745,-118.2793
1671015,2018-02-24,2200,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9374,-118.2826
1671252,2018-02-24,341,BURGLARY,310,33.782,-118.2294
1671525,2018-02-24,1600,VEHICLE - STOLEN,510,34.0179,-118.2731
1671692,2018-02-24,1200,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1084,-118.2638
1672420,2018-02-24,200,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9746,-118.3285
1672486,2018-02-24,1640,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,33.9248,-118.2543
1673171,2018-02-24,615,INTIMATE PARTNER - AGGRAVATED ASSAULT,236,34.163000000000004,-118.3746
1673629,2018-02-24,200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.283,-118.4158
1673649,2018-02-24,2200,VEHICLE - STOLEN,510,34.0325,-118.3563
1674200,2018-02-24,800,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.255,-118.4374
1674212,2018-02-24,1700,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1721,-118.4463
1674399,2018-02-24,1740,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442,34.1576,-118.43799999999999
1675024,2018-02-24,1255,"BUNCO, PETTY THEFT",664,33.9393,-118.2652
1676048,2018-02-24,810,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0581,-118.3122
1676101,2018-02-24,655,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0637,-118.2916
1676230,2018-02-24,1800,VEHICLE - STOLEN,510,34.0524,-118.2907
1676884,2018-02-24,1835,INTIMATE PARTNER - SIMPLE ASSAULT,626,33.9774,-118.2813
1678781,2018-02-24,1430,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0276,-118.43700000000001
1679584,2018-02-24,1500,OTHER MISCELLANEOUS CRIME,946,34.0653,-118.4702
1679774,2018-02-24,2130,VEHICLE - STOLEN,510,34.2498,-118.4429
1680365,2018-02-24,2000,VEHICLE - STOLEN,510,33.9987,-118.3002
1681234,2018-02-24,1630,ROBBERY,210,34.0268,-118.3318
1682467,2018-02-24,1940,ATTEMPTED ROBBERY,220,33.9948,-118.2478
1682741,2018-02-24,2110,OTHER MISCELLANEOUS CRIME,946,34.2048,-118.4468
1683361,2018-02-24,1240,THEFT OF IDENTITY,354,34.1878,-118.6015
1683945,2018-02-24,1700,VIOLATION OF RESTRAINING ORDER,901,34.0836,-118.3511
