,Date,Time,Crm_Desc,Crm_Cd,Lat,Lon
182454,2010-12-31,500,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.3108,-118.4282
182455,2010-12-31,500,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.3108,-118.4282
182500,2010-12-31,508,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0598,-118.2987
190766,2010-12-31,330,BATTERY - SIMPLE ASSAULT,624,34.0704,-118.2879
191055,2010-12-31,2320,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1974,-118.5928
191056,2010-12-31,2320,BATTERY - SIMPLE ASSAULT,624,34.1974,-118.5928
200087,2010-12-31,1900,VEHICLE - STOLEN,510,34.0093,-118.28
200202,2010-12-31,330,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.2203,-118.5667
200205,2010-12-31,930,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1907,-118.6234
200207,2010-12-31,630,BURGLARY FROM VEHICLE,330,34.1552,-118.5752
200209,2010-12-31,1525,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.2198,-118.6003
200210,2010-12-31,1000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1938,-118.5884
200217,2010-12-31,2330,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.046,-118.2509
200219,2010-12-31,2100,BURGLARY FROM VEHICLE,330,34.0627,-118.2463
200220,2010-12-31,1700,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0535,-118.256
200221,2010-12-31,2200,BURGLARY FROM VEHICLE,330,34.0617,-118.2469
200222,2010-12-31,2200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0617,-118.2469
200224,2010-12-31,2120,ARSON,648,34.0446,-118.249
200229,2010-12-31,30,VEHICLE - STOLEN,510,34.049,-118.2381
200230,2010-12-31,1200,THEFT OF IDENTITY,354,34.0445,-118.2558
200245,2010-12-31,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0413,-118.2517
200359,2010-12-31,1300,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",668,34.0473,-118.2425
200362,2010-12-31,2000,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,821,34.0649,-118.2797
200363,2010-12-31,2000,BURGLARY FROM VEHICLE,330,34.064,-118.2489
200364,2010-12-31,1,DISCHARGE FIREARMS/SHOTS FIRED,753,34.0887,-118.2893
200365,2010-12-31,1030,VEHICLE - STOLEN,510,34.0799,-118.2904
200366,2010-12-31,1900,BATTERY WITH SEXUAL CONTACT,860,34.0598,-118.2607
200369,2010-12-31,2030,BURGLARY,310,34.0692,-118.2792
200370,2010-12-31,2330,VEHICLE - STOLEN,510,34.0606,-118.2568
200373,2010-12-31,1100,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0511,-118.2707
200374,2010-12-31,2345,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0435,-118.2789
200376,2010-12-31,1400,BURGLARY,310,34.0714,-118.2813
200377,2010-12-31,2015,CHILD NEGLECT (SEE 300 W.I.C.),237,34.0506,-118.2699
200378,2010-12-31,2015,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0506,-118.2699
200379,2010-12-31,2015,BATTERY - SIMPLE ASSAULT,624,34.0508,-118.2683
200380,2010-12-31,2015,BATTERY - SIMPLE ASSAULT,624,34.0508,-118.2683
200383,2010-12-31,1930,VEHICLE - STOLEN,510,34.0393,-118.2828
200385,2010-12-31,1900,BURGLARY,310,34.047,-118.2755
200455,2010-12-31,1600,DOCUMENT FORGERY / STOLEN FELONY,649,34.0656,-118.2678
200469,2010-12-31,1530,BURGLARY FROM VEHICLE,330,34.0085,-118.3351
200545,2010-12-31,1300,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0156,-118.3466
200546,2010-12-31,2200,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0326,-118.3471
200555,2010-12-31,1300,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0156,-118.3466
200556,2010-12-31,2000,VEHICLE - STOLEN,510,34.0184,-118.2915
200557,2010-12-31,1830,VEHICLE - STOLEN,510,34.0102,-118.2941
200558,2010-12-31,1700,VEHICLE - STOLEN,510,34.0128,-118.3333
200559,2010-12-31,2030,VEHICLE - STOLEN,510,34.014,-118.2827
200561,2010-12-31,2100,VEHICLE - STOLEN,510,34.0111,-118.2872
200562,2010-12-31,2100,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0194,-118.3264
200564,2010-12-31,630,BURGLARY,310,34.0115,-118.3488
200565,2010-12-31,2330,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.0365,-118.2802
200566,2010-12-31,2250,THEFT PLAIN - PETTY ($950 & UNDER),440,34.014,-118.2827
200567,2010-12-31,1420,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0234,-118.3554
200569,2010-12-31,1400,VEHICLE - STOLEN,510,34.0111,-118.2827
200570,2010-12-31,1900,BURGLARY FROM VEHICLE,330,34.0073,-118.2915
200571,2010-12-31,1800,BURGLARY FROM VEHICLE,330,34.0111,-118.2872
200573,2010-12-31,2200,ROBBERY,210,34.0111,-118.2827
200574,2010-12-31,1930,VEHICLE - STOLEN,510,34.0256,-118.3439
200575,2010-12-31,1730,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0096,-118.2857
200576,2010-12-31,2230,BURGLARY FROM VEHICLE,330,34.0074,-118.285
200577,2010-12-31,2130,THEFT PLAIN - PETTY ($950 & UNDER),440,34.014,-118.2831
200578,2010-12-31,1700,BURGLARY FROM VEHICLE,330,34.014,-118.2827
200579,2010-12-31,2100,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0112,-118.2827
200581,2010-12-31,1530,BURGLARY,310,34.0072,-118.3248
200584,2010-12-31,1830,BURGLARY FROM VEHICLE,330,34.0199,-118.2797
200585,2010-12-31,2300,ROBBERY,210,34.0199,-118.3556
200590,2010-12-31,1100,DOCUMENT FORGERY / STOLEN FELONY,649,34.0313,-118.3316
200600,2010-12-31,1830,BATTERY - SIMPLE ASSAULT,624,34.0309,-118.3078
200605,2010-12-31,1800,BURGLARY FROM VEHICLE,330,34.0109,-118.29
200607,2010-12-31,900,THEFT OF IDENTITY,354,34.0325,-118.3605
200612,2010-12-31,1700,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0146,-118.3152
200615,2010-12-31,700,BURGLARY,310,34.0173,-118.3281
200618,2010-12-31,1700,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0037,-118.318
200621,2010-12-31,1930,THEFT OF IDENTITY,354,34.016999999999996,-118.3471
200650,2010-12-31,800,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0359,-118.2753
200703,2010-12-31,2100,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0149,-118.3615
200849,2010-12-31,2330,VEHICLE - STOLEN,510,34.092,-118.204
200850,2010-12-31,1600,BATTERY - SIMPLE ASSAULT,624,34.0266,-118.2111
200852,2010-12-31,2230,BURGLARY FROM VEHICLE,330,34.0889,-118.1615
200853,2010-12-31,1700,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0219,-118.1984
200855,2010-12-31,2030,BATTERY - SIMPLE ASSAULT,624,34.0512,-118.205
200856,2010-12-31,1630,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.0472,-118.2198
200857,2010-12-31,1905,ROBBERY,210,34.0426,-118.2073
200858,2010-12-31,1130,ROBBERY,210,34.0574,-118.1957
200859,2010-12-31,1800,ROBBERY,210,34.0531,-118.2054
200860,2010-12-31,1900,BURGLARY,310,34.0703,-118.2064
200861,2010-12-31,1130,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0838,-118.2177
200862,2010-12-31,1100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.0859,-118.1929
200864,2010-12-31,1131,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.0464,-118.2144
200866,2010-12-31,2000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0411,-118.2083
200868,2010-12-31,2100,ROBBERY,210,34.0196,-118.2028
200892,2010-12-31,1200,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1005,-118.1847
200898,2010-12-31,1600,THEFT OF IDENTITY,354,34.0451,-118.1971
200913,2010-12-31,1700,THEFT OF IDENTITY,354,34.0684,-118.2013
200923,2010-12-31,1200,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0738,-118.1966
201006,2010-12-31,1830,THEFT PLAIN - PETTY ($950 & UNDER),440,33.7333,-118.2857
201007,2010-12-31,1630,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7279,-118.288
201025,2010-12-31,2320,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,33.7811,-118.2676
201026,2010-12-31,1700,BURGLARY,310,33.7324,-118.2857
201027,2010-12-31,1630,DOCUMENT FORGERY / STOLEN FELONY,649,33.7388,-118.2923
201031,2010-12-31,1400,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7343,-118.2924
201039,2010-12-31,1800,BURGLARY,310,33.8417,-118.304
201041,2010-12-31,1200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7756,-118.2634
201044,2010-12-31,1200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,33.7911,-118.229
201060,2010-12-31,1500,VEHICLE - STOLEN,510,33.7928,-118.2909
201062,2010-12-31,1700,BURGLARY,310,33.7225,-118.3146
201067,2010-12-31,1100,THEFT OF IDENTITY,354,33.7426,-118.3195
201076,2010-12-31,1200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,33.7197,-118.2889
201086,2010-12-31,1000,VEHICLE - STOLEN,510,33.7212,-118.2835
201186,2010-12-31,1200,THEFT OF IDENTITY,354,33.7909,-118.2975
201252,2010-12-31,1000,BURGLARY,310,34.0981,-118.3594
201253,2010-12-31,845,TRESPASSING,888,34.0926,-118.3395
201256,2010-12-31,2100,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1037,-118.3252
201257,2010-12-31,2100,BURGLARY FROM VEHICLE,330,34.098,-118.3252
201258,2010-12-31,2230,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.1052,-118.3333
201260,2010-12-31,1,BURGLARY FROM VEHICLE,330,34.1016,-118.3267
201261,2010-12-31,2355,BATTERY - SIMPLE ASSAULT,624,34.1017,-118.3245
201262,2010-12-31,2000,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0926,-118.3352
201264,2010-12-31,2205,RESISTING ARREST,437,34.1016,-118.3387
201265,2010-12-31,2350,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1053,-118.318
201269,2010-12-31,2330,BURGLARY,310,34.1035,-118.3147
201271,2010-12-31,1020,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.1056,-118.3252
201279,2010-12-31,2300,BATTERY - SIMPLE ASSAULT,624,34.1016,-118.3417
201281,2010-12-31,1700,EXTORTION,940,34.0945,-118.3603
201288,2010-12-31,2200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1016,-118.3333
201290,2010-12-31,2200,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.0981,-118.3628
201293,2010-12-31,1,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1016,-118.3417
201346,2010-12-31,2359,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1016,-118.331
201398,2010-12-31,1,THEFT OF IDENTITY,354,34.0908,-118.3277
201409,2010-12-31,1200,THEFT OF IDENTITY,354,34.107,-118.3214
201503,2010-12-31,2305,BATTERY - SIMPLE ASSAULT,624,34.0853,-118.3462
201504,2010-12-31,1830,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),331,34.0856,-118.3614
201505,2010-12-31,1900,BURGLARY,310,34.0855,-118.3638
201509,2010-12-31,1500,BURGLARY FROM VEHICLE,330,34.0649,-118.3546
201512,2010-12-31,1100,TRESPASSING,888,34.0451,-118.3504
201513,2010-12-31,2305,BATTERY - SIMPLE ASSAULT,624,34.0853,-118.3462
201515,2010-12-31,1500,BURGLARY,310,34.0414,-118.3539
201517,2010-12-31,1500,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.0822,-118.3331
201518,2010-12-31,1400,ROBBERY,210,34.0528,-118.37299999999999
201519,2010-12-31,1815,BURGLARY FROM VEHICLE,330,34.0557,-118.3405
201531,2010-12-31,1230,VEHICLE - STOLEN,510,34.0836,-118.3511
201537,2010-12-31,1500,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0591,-118.3582
201548,2010-12-31,800,THEFT OF IDENTITY,354,34.0722,-118.3816
201554,2010-12-31,1800,THEFT OF IDENTITY,354,34.0837,-118.3717
201582,2010-12-31,200,BURGLARY FROM VEHICLE,330,34.0467,-118.3738
201585,2010-12-31,1100,UNAUTHORIZED COMPUTER ACCESS,661,34.0853,-118.3363
201596,2010-12-31,2000,THEFT OF IDENTITY,354,34.0455,-118.3189
201605,2010-12-31,1500,THEFT OF IDENTITY,354,34.0455,-118.3201
201722,2010-12-31,2000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0743,-118.3648
201726,2010-12-31,1800,BURGLARY,310,34.0553,-118.3932
201733,2010-12-31,1435,ROBBERY,210,34.041,-118.4437
201734,2010-12-31,2000,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0741,-118.56200000000001
201735,2010-12-31,2300,BURGLARY,310,34.033,-118.4324
201736,2010-12-31,1345,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.0527,-118.4699
201738,2010-12-31,552,BURGLARY FROM VEHICLE,330,34.0543,-118.4376
201739,2010-12-31,1800,"BURGLARY, ATTEMPTED",320,34.0441,-118.4833
201741,2010-12-31,1800,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0846,-118.462
201753,2010-12-31,1100,BURGLARY FROM VEHICLE,330,34.0585,-118.4119
201795,2010-12-31,1400,THEFT PLAIN - PETTY ($950 & UNDER),440,34.0581,-118.4351
202069,2010-12-31,1900,VEHICLE - STOLEN,510,34.1743,-118.465
202079,2010-12-31,2030,BURGLARY FROM VEHICLE,330,34.2012,-118.4574
202080,2010-12-31,800,VEHICLE - STOLEN,510,34.1794,-118.4662
202082,2010-12-31,1800,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1794,-118.4662
202107,2010-12-31,315,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.1867,-118.4137
202141,2010-12-31,1830,VIOLATION OF COURT ORDER,900,34.1535,-118.464
202145,2010-12-31,1800,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956,34.1649,-118.4553
202202,2010-12-31,1300,THEFT OF IDENTITY,354,34.2012,-118.4487
202299,2010-12-31,1200,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),812,34.1921,-118.464
202380,2010-12-31,1800,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745,34.207,-118.5284
202386,2010-12-31,1900,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.203,-118.5415
202387,2010-12-31,2000,VIOLATION OF COURT ORDER,900,34.2012,-118.5273
202388,2010-12-31,1845,CRIMINAL THREATS - NO WEAPON DISPLAYED,930,34.1903,-118.5317
202389,2010-12-31,2145,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341,34.1866,-118.5491
202390,2010-12-31,2320,VIOLATION OF COURT ORDER,900,34.2029,-118.5502
202395,2010-12-31,1600,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.2116,-118.5415
202398,2010-12-31,1830,BURGLARY,310,34.1561,-118.4814
202401,2010-12-31,1700,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1636,-118.4924
202413,2010-12-31,2030,VEHICLE - STOLEN,510,34.1939,-118.5535
202437,2010-12-31,1400,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420,34.1939,-118.5098
202445,2010-12-31,2200,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1855,-118.5429
202474,2010-12-31,1000,DOCUMENT FORGERY / STOLEN FELONY,649,34.2012,-118.5601
202654,2010-12-31,1830,BURGLARY FROM VEHICLE,330,34.0882,-118.2219
202707,2010-12-31,2330,VEHICLE - STOLEN,510,34.134,-118.1896
202708,2010-12-31,1800,VEHICLE - STOLEN,510,34.0935,-118.2932
202709,2010-12-31,1000,BURGLARY FROM VEHICLE,330,34.1209,-118.2729
202710,2010-12-31,1,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230,34.1002,-118.2038
202712,2010-12-31,1800,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740,34.0878,-118.2151
202713,2010-12-31,2100,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1194,-118.1967
202714,2010-12-31,2020,INTIMATE PARTNER - SIMPLE ASSAULT,626,34.1307,-118.1907
202715,2010-12-31,2045,BATTERY - SIMPLE ASSAULT,624,34.0977,-118.2295
202717,2010-12-31,1115,THEFT PLAIN - PETTY ($950 & UNDER),440,34.1096,-118.2422
